khach_cmt,rating,shop_phan_hoi,shop,dvvc,sản phẩm
"chất vải rất ổn, lên form đẹp, mặc được cả 2 kiểu suông và bo dây rút cũng chắc chắn m nghĩ sẽ quay lại shop mua thêm lần nữa. một sản phẩm đáng mua.",4,,0,0,1
"quần giống như hình chất mỏng trơn, chất lượng phù hợp giá tiền mọi người lên mua ủng hộ, shop tư vấn khá nhiệt tình.",4,,1,0,2
"thời gian giao hàng nhanh,bên vận chuyển ok, nói chung chất cũng giống với mấy quần thế thao 3 sọc kia",4,,0,1,2
"sản phẩm chỉ ở mức tạm ổn vải khá dày dặn , suy nghĩ kĩ trước khi mưa chỉ cho 4 sao thôi",4,,0,0,1
"quần đen mỏng có thể nhìn thấy bên trong , màu hồng thì tốt vải khá dày",4,,0,0,2
quần vãi khá mỏng.không như mong đợi lắm.hình ảnh mang tính chất minh họa,4,,0,0,2
quần khá mỏng nhưng vẫn okla giao hàng nhanh giữ thần nói chung toàn bộ ổn ,4,,0,1,2
"quần vải đẹp nhưng phần chữ thêu hơi nhiều chỉ thừa, mặc lên form dáng rất ok rất thích, rất đáng để mua nha mọi người",4,,0,0,2
quần mỏng nhưng mà hợp giá tiền thoi lên form thì như vậy ạ,4,,0,0,2
"quần lên dáng đẹp, vải tạm ổn hơi mỏng xíu nhưng mặc vẫn ok, giao hàng nhanh, ngon bổ rẻ, có điều có nhiều chỉ thừa xử lí xong vẫn ok",4,,0,0,2
vải quần đen khá xấu quần trắng ok mình đặt 2 cái 1 size mà cái trắng dài hơn đen 4cm 1m75 size xl là ok mọi người,4,,0,0,2
"quần tạm ổn, lúc giao về có vết dơ, phù hợp với giá tiền hàng giao nhanh cjg",4,,0,1,2
form quần đẹp khá oke nhưng chất vải dễ bị xù chưa thực sự xứng đáng với số tiền,4,,0,0,2
"em mình m73 mặc vừa, do ở xa nên không biết vải như nào nhưng shop rất nhiệt tình.",4,,1,0,0
"nhìn ảnh cứ tưởng bên trong có lót lông ấm, hơi thất vọng, hàng mặc lên giống hình, mặc trời nóng thì oke",4,,0,0,1
hàng đẹp giá rẻ anh shiper hiền lành thân thiện mình thấy mọi người nên mua hàng này,4,,0,1,1
tưởng vải coton nhưng là vải trơn tạm ổn,4,,0,0,1
hơi mong chữ thêu trên quần không giống anh mấy nhưng nói chung ok phù hợp với giá tiền,4,,0,0,2
"hàng về thấy không đẹp và ưng ý cho lắm ,nhưng tiền nào của đó thôi ạ",4,,0,0,1
"tiền nào của nấy,chữ thêu không được đẹp còn lại cũng được",4,,0,0,1
quần vải hơi mỏng với lại chỉ may không được chắc chắn 1 tí những cái còn lại vẫn rất ok,4,,0,0,2
"sản phẩm cũng tạm from quần không ưng ý , hình ảnh chỉ mang tính chất nhận xu",4,,0,0,1
khá ổn nha.,4,,0,0,1
hình ảnh mang tính chất minh họa,4,,0,0,1
quần vải đẹp nhưng hơi ngắn. size xl chỉ dài 92cm.bạn nào cao trên m7 nên cân nhắc,4,,0,0,2
vải thì khá ổn mỗi tội có bám vài vết bẩn đã thế còn giặt xả thuốc tẩy cũng không ra lun.mọi người lưu ý khi mua quần khi giặt không nên dùng bót dễ bị xù khi xát mạnh tay,4,"hic em ơi quần trắng mà nên mình không tránh được chắc có thể do lúc gói hàng các bạn mở ra kiểm tra xem quần có đúng mẫu không á, chị đã liên hệ với em rồi dính 1 xíu như thế không đáng kể đâu bé giặt nhẹ đi là hết nha, chị cảm ơn em nhiều",0,0,2
vải đẹp mà chữ hơi bị lem 1 tý,4,,0,0,1
"mới mua về đã bun chỉ r, vãi hơi mỏng, giống như hình vãi mềm nên mua nha",4,"em ơi quần sao lại bung chỉ, để chị đổi lại cho em cái khác, quần chất umi mềm mịn đẹp mà, mặc thích lắm em nhỉ ",0,0,1
"hôm qua nhận hàng không để ý ,giờ lấy ra mặc thử thì chưa gì đã bị xù lông",4,,0,0,1
"sản phẩm ok nhe, nhưng mà may không chắc, còn bung chỉ , chất lượng,giá cũng tạm, chấp nhận được",4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,0,1
quần lên form xinh tiếc là có một chỗ bẩn một ít chỉ thừa nên mình đánh giá 4*!,4,"hic, cảm ơn bạn nhiều ạ",0,0,2
hàng ok giao hàng khá nhanh mà shiper cọc cằn quá,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,1,0
quần có hơn bẩn một tí mà được cái giao hàng nhanh tạm ổn,4,,0,1,2
"giao nhanh, nhưng chất vải hơi mỏng giống hình đến 80/ nên mua",4,,0,1,1
"vải đẹp ,ít chỉ thừa ,nhưng cái dây rút đứt không ưng ở điểm này",4,,0,0,1
"quần ok ,phù hợp với giá tiền,chất lượng sản phẩm thì không phải nói rồi ạ. nhưng mà có điều hơi buồn là em đặt 2 cái thanh toán tiền 2 cái nhưng shop giao thiếu em một cái, nên giờ đang liên hệ shop để giải quyết nhưng vẫn chưa được, ai biết cách nào chỉ em với ạ",4,,1,0,2
không được đẹp như trên hình mà ở tầm giá này cũng gọi là ổn,4,,0,0,1
"chất thích , giao hàng thì cũng tạm gọi là bình thường , hơi ngắn so với chiều cao 1m63 size l còn vòng eo thì hơi rộng , nói chung là đẹp chất của quần xịn và đóng gói chắc chắn",4,,0,1,2
mình xin đánh giá 4 sao vì khi mình nhận được hàng thì quần có bị bật 1 đoạn chỉ ở khá dài,4,,0,0,2
quần đẹp chất vải và form ưng ý những vẫn còn chỉ thừa,4,,0,0,2
đẹp,4,đẹp mà cho có 4 sao.híc,0,0,1
"quần được, nó không hợp với tôi cho lắm vải nóng, mùa hè mặc nóng ảnh và video chỉ mang tính chất nhận xu",4,,0,0,2
đep đúng size nhưng trắng quá dễ dơ lém,4,,0,0,1
dây rút ống quần dễ đứt nhưng hàng đẹp,4,,0,0,2
"quần đẹp, 1 bên dây thắt bị dứt và buộc lại",4,,0,0,2
quần bị đứt dây chun kéo ở ống chân,4,,0,0,2
chất lượng,4,,0,0,1
không dày,4,,0,0,1
tot,4,,0,0,1
nhiều chỉ thừa và dễ bung chỉ,4,,0,0,2
hơi mỏng,4,,0,0,1
chữ lòi tưởng chữ in,4,,0,0,1
sản phẩm tốt,4,,0,0,2
đẹp,4,,0,0,1
hơi mỏng nha shop,4,,0,0,1
cũng được,4,,0,0,2
quần rất đẹp nhưng có vài chỗ còn ít chỉ thừa,4,,0,0,2
tốt,4,,0,0,1
quần trắng có mấy chấm nhỏ đen đen,4,,0,0,2
vải đẹp lắm nha mọi người,4,,0,0,1
vải rất ok,4,,0,0,2
duyệt,4,,0,0,1
quần hơi dài,4,,0,0,2
sản phẩm khá tốt,4,,0,0,1
.,4,,0,0,0
tạm,4,,0,0,2
hàng ok .ship 0 sao,4,,0,0,2
"quần rất đẹp,xứng đáng với giá tiền",4,,0,0,2
hình ảnh giống sản phẩm cám ơn ah,4,,0,0,1
giao hơi chậm,4,,0,1,0
quần hơi mỏng,4,,0,0,2
đường chỉ may hơi kém,4,,0,0,1
mỏng,4,,0,0,2
vải hơi mỏng,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,0,1
quần được,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,0,2
tạm ổn,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,0,2
chất vải đẹp nhưng form quần hơi rộng,4,"mình cảm ơn bạn nhiều ạ, mong bạn tiếp tục ủng hộ shop dài dài <3 hi",0,0,2
tạm. mỏng,4,,0,0,1
quần đẹp vải cũng đẹp nhưng không khớp với con trai,4,,0,0,2
quần đẹp giá rẻ hợp lí nhưng ống quần quá to,4,"cảm ơn bạn, mong bạn tiếp tục ủng hộ shop nha ",0,0,2
quần đẹp nhưng hơi mỏng,4,cảm ơn bạn ạ ,0,0,2
vải hơi mỏng,4,,0,0,1
phần chữ có chỉ thừa,4,,0,0,1
nhìn đẹp,4,,0,0,1
hơi tốt,4,,0,0,1
quần ok nhưng vải chỉ thừa,4,,0,0,2
h,4,,0,0,0
bsbah,4,,0,0,0
phần dây kéo ở ống quần hơi lởm,4,,0,0,2
quần kiểu dáng giống ảnh nhưng vải khả mỏng .,4,,0,0,2
hơi không đúng form nhưng vẫn ok,4,,0,0,1
ống quần hơi nhỏ so với ảnh ,4,,0,0,2
dịch nên giao hơi lâu,4,cám ơn en,0,1,0
ống quần không rộng lắm,4,cám ơn em,0,0,2
đáng tiền,4,cám ơn 👶,0,0,1
quàn jean bagy ống suông rộng nam nhìn khá ổn bên ngoài giặt phai không không biết nha để thử,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần dày oke có vẻ sẽ thun nhẹ hơi chật bụng xíu . giao hàng hơi lâu,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
"quần lên form khá đẹp, màu ok gần như hình. đáng tiền. giao hàng hơi lâu chút.",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
mình thấy quần cũng được nhưng mình đặt size to quá so với mình. cạp quần hơi thấp,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"quần form dáng rất đẹp luôn ạ, giặt thì không biết có bị phai hay làm sao không vì chưa thử. đối với mình quần bò jean không có túi đùi trước là 1 điểm trừ lớn. nhận quần bóc hàng có mùi nước tẩy clo khó chịu. vẫn mạnh dạn cho 4 sao vì form và chất cứu cả cái quần. nói chung là hợp giá tiền",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"quần ra màu khá nhiều giao khá lâu, gói hàng bụi bẩn, ổn thôi nhìn không ưng lắm",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
tất cả đều tuyệt vời hy vọng shop sẽ phục vụ tốt như vậy mãi,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,0,0
quần màu khá đẹp nhé,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"shop giao nhầm màu ,.phục vụ tốt ",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,0,0
"quần siêu xinh luôn ,vải đẹp ,giao hàng nhanh nữa nhưng mà quần có nhiều chỗ dơ nha",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần đẹp. lỡ đặt size 31 shop chưa lên hàng nên có ib lại mà shop không cho đổi size nếu hủy thì mất voucher hoàn xu,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần cũng ổn mà rất hôi mùi thuốc tẩy giao hàng thì rất lâu tới 15 ngày mới nhận được,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"chất quần mềm đẹp,mình khuyên mọi người ai muốn mua thì hãy nhắn tin shop shop kêu mình mặc size nào thì mình lấy size đó,đừng sợ nhỏ,quần to lắm mọi người  ạ,shop kêu mình mặc size 31 nhưg mình sợ nhỏ nên mình lấy size 32 nhưg về nó to hơn size 33 của chị mình nữa,còn về chất lượng và giá cả thì đây là giá cả hợp lí ",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,0,2
quần đẹp đúng hình xuất sắc giao hàng nhanh . nhưng shiper đến đúng lúc mình đang combat làm mình thua -1 sao,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
"quần đẹp , đúng form đặt quần đen giao quần xanh giao hàng hơi lâu",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
em trai mình cao 1m65 nặng 40kg mặc như ảnh.màu đẹp chất oke ship nhanh mà shop chuẩn bị hàng hơi lâu nên trừ 1 sao,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,1,1
quần đẹp mà mình đặt quần màu đen mà shop lại giao nhầm lại màu đen,4,,0,0,2
"quần mình mua gửi về cho em trai nên không biết thế nào nhưng thấy nó kêu là cũng ok hàng đẹp , sẽ ủng hộ shop dài dài",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần mặc vừa giá hợp lí nhưng màu thì nhạt hơn so với hình ảnh shop đăng ….,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần đẹp nhưng mà hình như nó có bị sùi nhè nhẹ ở khá nhiều chỗ không biết tại sao luôn,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần mở ra thì thấy bị sứt chỉ ở bên hông thế này giao hàng bình thường. không nhanh không chậm,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
hình ảnh chỉ mang tính chất minh hoạ chứ quần lên form khá là ổn áp nhunge mà quần đen có vẻ ống bé hơn mà nhỏ hơn quần xanh nha mọi người,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
chất lượng rất được rất ok nên thử và hợp giá túi tiền học sinh và sinh viên,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
"chat lương tương đối, vải hơi cứng, nếu vải tốt hơn xíu thì ổn hơn",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
size khác thì em không biết chứ như size 33 phải 85-90kg mặc may ra mới vừa. chứ em 71kg cao m82 mặc còn thừa cả khúc vải ,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
ổn ạ mình mặc size 27 là vừa mà lỡ chọn 28 rùi nên lấy luôn cmt nhận xu,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
"đợi hàng lâu, chất lượng sản phẩm thì tạm ổn so với giá! nói chung là mình không hài lòng lắm, hi vọng shop sẽ cải thiện tốt hơn",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,1
"nhận quần thì 1 chiếc khuy ok. chiếc còn lại khuy ọp ẹp và chưa làm gì đã tuột ra luôn. phải ra hàng thay khuy mới. dáng quần đẹp, hơi có chỉ thừa. nói chung cần cải thiện khuy quần",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"hàng về không được đẹp cho lắm, ship thì cũng hơi lâu. chưa hài lòng",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,1
"quần chất liệu vải oke, dày, đẹp,. mỗi tội là tư vấn cho khách hum có tâm, bảo chiều cao cân nặng này oke mà mặc rất là rộng. tốt nhất size nhiu tự trừ 1 2 size cho vừa",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần chất rất oke so với giá tièn nhưng shop lại gửi sai màu nên cũng không ưng hẳn,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
tạm chấp nhận được màu sắc ok mọi thứ ổn đánh giá mang tính chất nhận xu,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
không đúng màu. nhưng vừa size. giao quá lâu nên làm việc lại bên giao hàng.,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,1
ổn hàng đẹp tốt nhưng giao hàng 9 ngày mới nhận được hơi lâu,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,1
"quần có chất liệu mỏng, mềm lên form kể ra mà nói thì cũng tựa tựa ảnh mẫu nhưng không đứng form như mình mong đợi nên hơi thất vọng",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"mua ở đây lần 2, cảm giác quần lần này mỏng hơn với form không được đẹp như trước",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"vải ok quần ok nhưng quần bị sổ chỉ nên hơi buồn.,.",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần đẹp lắm nhưng mình chọn đúng size theo shop,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
chất ok mát thoảng shop giao đúng sai và màu mua với giá 166k nói chung mà là không chê size 30 hơi rộng. mọi người nên mua hụt 1 size nhé.,4,,0,0,1
shop giao nhầm size,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,0,0
quần hơi rộng tạm được giao hàng nhanh đóng gói chắc chắn không ưng lắnm .,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"quần đẹp, giao hàng nhanh hơi có chỉ thừa thoi, còn lại ok, với quần hơi rộng í là đặc sát size luôn ròi mà lên form vẫn đẹp nên mua nhe",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
"quần dày dặn, chất đẹp, nhưng mà tư vấn size hơi sai xíu, giao hơi lâu ",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"quần ổn, chỉ có 1 điều là đường may ống quần dưới bị sút chỉ hơi nhiều chút!",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
sản phẩm tốt mua sẽ ủng hộ shop thêm nhiều trong thời gian tới.,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
"sản phẩm khá ok, còn shop thì nhắn tin một đằng trả lời một nẻo.",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,0,1
giao hàng nhanh quần hơi mỏng 1 chút nhưng chắc giá vậy là cũng ổn,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,2
"đẹp, dáng không xuông cho lắm, giao hàng nhanh, lên lấy giảm 1 size sẽ đẹp hơn",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,1
"quần đẹp lắm, chất vải dày dặn, lên dáng đẹp nhưng có điểm trừ là shiper quá tệ hình ảnh mang tính chất nhận xu",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"chất vải ổn, khá dày dặn , phù hợp với giá tiền, shop nhiệt tình chu đáo, rep tin nhắn nhanh, nhưng giao hàng lâu, kích cỡ thì to hơn so với bảng quy đổi,",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",1,1,1
món ăn này rất ngon mời shop ăn cùng nhé cảm ơn shop ship hàng nhanh nhẹn,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,1,0
"hàng cũng oke, nhưng mà mang nhìn không đẹp như ảnh, hơi hôi nữa, nói chung cũng được",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,1
1m65 50kg mà quần gất rộng còn bự 🥲 mà sh tư vấn size 27 mang đi bóp 4-5 phân ,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần mặc được màu hơi nhạt không có chỉ thừa nói chung là được.,4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
quần đúng như shop mô tả không có chỉ thừa màu giống hình ống hơi dài xíu,4,,0,0,2
1m75 mặc size 28 ống hơi dài. mác quần khác với những sản phẩm trước. mua 2 lần mới được tới tay sản phẩm này.,4,,0,0,2
"quần đẹp lắm shop ạ. mỗi tội mua xong quần thì xe em hỏng, cho 4 sao thôi",4,"""cảm ơn quý khách đã tin tưởng và ủng hộ 20we. hi vọng rằng,bạn đã có những trải nghiệm mua sắm vui vẻ tại shop. chúc bạn một ngày tốt lành !""",0,0,2
"sản phẩm tạm có chất lượng khá tốt, giao hàng khá nhanh cảm ơn shop",4,,0,1,1
"quần ổn, mặc hơi rộng, đóng gói cẩn thận. với giá tiền như này thì không trông đợi gì nhiều",4,,0,0,2
chất lượng và kiểu dáng vải khá ổn có điều màu sáng hơn trong ảnh khá nhiều nên mình có hơi thất vọng chút,4,,0,0,1
"quần đẹp nha mọi người, m8 60kg mặc size 30 hơi ngắn",4,,0,0,2
có một sản phẩm bị rộng dù mua hai cái cùng size với nhau,4,,0,0,1
hàng về đẹp ạ nhưng mỗi tội có vài chỗ không bị xanh hết có chỗ xanh đậm có chỗ xanh nhạt không đồng đều . sẽ ủng hộ shop tiếp,4,,0,0,1
giao hàng nhanh gói hàng đẹp chất lượng phải đợi thời gian mới biết,4,,0,1,1
chất lượng tốt giá rẻ hay sao mà chịu được nữa giảm giá sốc,4,,0,0,1
shop tư vấn kiểu quần què gì bảo đặt size 30 đặt về rộng như váy,4,,1,0,0
"shop giao thiếu cho mình 1 cái quần nhưng chủ shop nhiệt tình ib và hứa sẽ chuyển cái quần còn lại cho mình quần đẹp và rộng lắm, mình mặc bị dài do chân ngắn á trừ 1 sao do giao thiếu quần, mong shop sẽ để ý đơn hàng của khách hơn do cái quần kia là mình đặt cùng bạn, rất khó xử nữa",4,,1,0,0
"so với mức giá thì khá là oke la , ae cứ theo bảng size nhé , chuẩn luân",4,,0,0,1
sản phẩm khá tốt đóng gói sản phẩm chắc chắn chất quần oke mà mùa hè thì mặc hơi nóng xíu nhưng vẫn được,4,,0,0,1
nó không phải là màu xanh nhạt á. nó bị đậm hơn bên ngoài. chất vải thì vẫn ổn nhưng màu thì nhìn quê quê. thôi cho 4 sao,4,,0,0,1
quần có ~200k thì thế này là quá ok rồi á quay cho mọi người xem cận luôn nè,4,,0,0,2
vải ok . giao hàng nhanh. mỗi tội nhìn quần hơi bẩn. khá hài lòng.,4,,0,1,2
"quần đẹp, hàng giống ảnh ạ, hình như shop giao sai màu vì màu này đậm quá ",4,,0,0,2
"giao hàng nhanh, quần nhiều chỉ thừa, kéo khoá quần hơi phò, ống quần không rộng lắm chả khác gì quần côn. nhưng mà quần hơn 100k vậy là ok rồi",4,,0,1,2
quần đẹp chất vải oke cơ mà nhìn quần giống form nữ quá với cả dịch nên giao hàng hơi lâu! mình đặt từ hôm 16 đến tận 23 mới lấy được hàng,4,,0,1,2
"chất liệu tốt quần to hơn so với ảnh mẫu,cũng đẹp mình và bạn đặt đơn cùng 1 ngày và cùng 1 địa chỉ mà người có trước người có sau",4,,0,1,2
