khach_cmt,rating,shop_phan_hoi
,1,"BAMY chào bạn. Sau khi bạn báo nhầm hàng bên mình gọi điên 5 cuộc nhưng bạn k nghe máy đưa cho mẹ và dập máy. Bên mình xác nhận đã gửi nhầm cho bạn đôi dép sandal giá cao hơn, nếu bạn k cần đổi thì sản phẩm đó bên mình tặng bạn k sao ạ, bạn xác nhận lại thông tin là k cần đổi là xong chứ k cần tắt máy đâu ạ. BAMY vẫn xin lõi bạn vì nhầm sản phẩm, BAMY tặng bạn sp đó nhé, chúc bạn học tập tốt thi đỗ đại học"
,1,Bamy Shoes chào bạn. Ngay sau khi nhận được đánh giá của bạn về sản phẩm shop đã yêu cầu nv CSKH liên hệ với bạn nhưng liên tục thuê bao và k gặp được bạn. Ib shopee k thấy b trả lời. Shop có liên hệ shopee thì được biết nick của bạn đã bị khoá vì bị nghi ngờ liên tục đặt đơn đánh giá xấu các shop đang bán TOP trên shopee. Rất tiếc vì những khách hàng của shop sẽ k bị ảnh hưởng bởi 1 vài đánh giá sai này của bạn.
,1,"da BAMY chào bạn.sau khi nhận được phản hồi của bạn.trường hợp của bn bên mình vẫn sử lý  cho bn ạ,bên mình đã có NVCS liên hệ với bạn để sử lý nhưng ko gặp bạn .rất mong bn thông cảm ạ."
giao hàng quá trễ,1,"Dạ, shop cảm ơn bạn tin dùng sản phẩm. Thời gian giao hàng về Đà Nẵng mất 3 ngày cũng hơi lâu so với lúc bình thường, shop mong bạn thông cảm. "
"Mang được, vừa size mà sao chất cứng ngắt, thua đôi mình mua ngoài chợ 35k mà chất xốp dẻo, mang êm chân hơn ",3,Xin lỗi bạn về trường hợp đơn hàng này ạ. Bạn có thể gửi lại đổi hàng hoặc bấm trả hàng/hoàn tiền bạn nhé Shop rất mong có thể phục vụ bạn tốt hơn vào lần sau. Cảm ơn bạn
,3,"Xin lỗi bạn về trải nghiệm ko tốt của bạn với sản phẩm. Bạn có thể bấm trả hàng bên mình nhận lại và shopee sẽ hoàn tiền cho bạn ạ.
Cảm ơn bạn"
Dép bị lỗi nhưng shop vẫn giao....,2,Xin lỗi bạn về trải nghiệm ko tốt của bạn với sản phẩm. Mình đã nhắn cho bạn đó ạ. Bạn có bấm trả hàng bên mình nhận lại và shopee sẽ hoàn tiền cho bạn nhé
"Lừa Đảo - mua 5 đôi giao hàng thiếu 2 đôi , nt lại cho shop nhiều lần k trả lời . 
K giàu nghèo gì 2 đôi dép có 120k  nhưng shop buôn bán lừa đảo . 
Mọi người lên chú ý .",1,"Xin lỗi bạn về trải nghiệm không tốt của bạn với đơn hàng
Bên mình đã nhắn tin với bạn để giải quyết nhưng mấy ngày không thấy bạn trả lời. Quản lý bên mình cũng có gọi cho bạn mà sđt báo thuê bao.
Không biết bạn đánh giá shop với ý đồ gì ạ?
Bạn có thể khiếu nại với Shopee và bên mình sẽ đối chứng để giải quyết với bên giao hàng ạ.
Cảm ơn bạn"
"Dép k phải hàng rep 1:1
Sơn dễ tróc",3,"ANYA STORE Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Đầu xuân năm mới xin kính chúc Quý khách hàng một mùa xuân tươi đẹp, vạn sự như ý, thành đạt và may mắn. Chúc Quý khách có một cái Tết với nhiều niềm vui, hạnh phúc bên người thân và gia đình! Chúc mừng năm mới ❤️"
"Nghe mùi keo nhiều, đường dán hơi nham nhở",3,"Anya store xin lỗi bạn về sự cố sản phẩm. Shop sẽ đổi lại sản phẩm mới đến bạn ngay ạ. Bạn check tin nhắn shop nhé. Mong bạn thông cảm nhé, cám ơn bạn rất nhiều ạ"
dép bị phai chữ ở đế kh đc đẹp fom hơi nhỏ kh phù hợp vs giá tiền,3,"Anya store xin lỗi bạn về sự cố sản phẩm.  Quý khách vui lòng nhắn tin cho shop nhé để giải quyết đơn hàng của bạn 1 cách nhanh nhất. 
Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
sản phẩm bth,3,"Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
"Kh cẩn thận , chiếc 36 chiếc 37",3,"Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Shop cam kết đổi tra nếu sản phẩm bị lỗi hoặc không vừa size. Quý khách vui lòng nhắn tin cho shop nhé để giải quyết đơn hàng của bạn 1 cách nhanh nhất. 
Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
"Dép bé nên mua + 1 size , dép phù hợp vs ng chân nhỏ thon gọn",2,Dạ shop ghi nhận đánh giá và cố gắng cải thiện sản phẩm tốt nhất ạ. Nếu sản phẩm mang không vừa shop hỗ trợ đổi size đến bạn nhé. Rất mong bạn thông cảm ạ
,2,"Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
"Sản phẩm tương đối tốt, nhưng shipper thì ham~ vl các bác ạ mình hẹn giờ giao hắn ok đã nhưng lúc mình gọi hỏi rõ giờ giao thì chưa nch xong cái tắt máy ngang, còn có ý định hâm he chỗ làm của mình. Md chưa từng thấy khiếu nại lên thì chưa thấy ai giải quyết cho mình cả :)))",1,"Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Shop sẽ giải quyết các vấn đề về đơn hàng.  Quý khách vui lòng nhắn tin cho shop nhé để giải quyết đơn hàng của bạn 1 cách nhanh nhất. 
Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
phần chữ sau dép bị lỗi e có yêu cầu đổi hàng thì shop rep tin nhắn lâu và e phải nhắn đến 2-3 tin nhắn thì mới trả lời và shop có bảo là sẽ gửi hàng đến và đổi lại hàng sau đó thì e nhắn tin lại thì shop bảo hàng bị thất lạc và e có nhắn tin lại thì shop bảo chỉ còn sz 37 và bảo đổi shop khác,1,"Anya store xin cám ơn bạn đã tin tưởng ủng hộ shop. Sự hài lòng của bạn là niềm hạnh phúc của shop. Chúc bạn và gia đình thật nhiều sức khoẻ, niềm vui ạ ❤️"
mua sz 43 mà như sz 38 vậy :)),1,"Anya store qxin lỗi bạn về sự cố sản phẩm. Shop sẽ đổi lại sản phẩm mới đến bạn ngay ạ. Bạn check tin nhắn shop nhé. Mong bạn thông cảm nhé, cám ơn bạn rất nhiều ạ"
Có 1 chiếc bị méo,3,
"Shop làm ăn tắc trách , sẽ không mua hàng của shop này nữa dép lỗi đang cần gấp mang mãi không bình thường được mà shop cứ nói mang mấy ngày sẽ hết",1,
"Size 39 mà nhỏ thế ạ 🥲🥲🥲🥲 Giao hàng khá nhanh, mỗi tội dép nhỏ mà có cái mùi dép mới nó nồng nặc luôn ấy ạ",3,
Form k được đẹp,3,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
Lỗi nhẹ khá đáng kể,3,
B nào đặt mua dép nên mua lớn hơn 2-3 nhé 🥲 đặt mua size 38 là dư 1 size so với chân mình nhưng mang vô cảm giác như size 35-36 vậy,3,
Form rất xấu. Mặc dù đã đặt hơn chân 1 size nhưng vẫn rất nhỏ.,3,
Dép ổn.,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
Đặt màu xám giao màu xanh!,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
Size dép ko chuẩn,3,Mình có ghi là mẫu nào form nhỏ rồi mà b
Chất lượng không tốt kèm,3,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
Shop giao nhầm đôi màu xám thành màu xanh r:)),3,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
Size lớn nhất nhưng dép vẫn kh vừa chân,3,
,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
,3,😍Rất cảm ơn bạn đã tin tưởng đặt sản phẩm của IDÉP và dành thời gian đánh giá sản phẩm. Hy vọng bạn sẽ luôn ủng hộ Shop trong những lần sau nhé! Mãi ui 🥰🥰
,3,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
"Mùi nhựa kinh khủng, không giống ảnh đăng vậy là không trung thực",2,iDÉP- vô cùng xin lỗi về sự cố mà bạn đã gặp phải khi đặt hàng. Mong bạn sẽ ủng hộ shop trong lần trải nghiệm mua hàng trong tương lai. Chúng mình sẽ cố gắng hoàn thiện hơn nữa để không làm bạn thất vọng.
Size không đúng,2,"Thành thật xin lỗi bạn rất nhiều về sự cố này. Nếu sản phẩm của shop có xảy ra bất kỳ vấn đề gì, bạn hãy nhắn tin với chúng tôi để được nhận hỗ trợ nhé. Cảm ơn bạn vì đã phản hồi về cho bên mình. Shop rất mong được đồng hành cùng bạn trong tương lai!"
Sản Phẩm của shop ko giống như trong hình,2,Dạ bạn kiểm.tra lại giúp. Sp giống 💯 ah. Do dịch nên bên shop không thể hứa giao sớm do bạn được. Mong bạn thông cảm ạ
Giao k đúng màu..mình mua 2 đôi đều là màu xanh rêu ..nhưng đôi của ck mình thì màu khác ..xấu...bực cả mình,1,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
Tệ lắm mng ơi,1,iDÉP - Giày Xinh Giá Rẻ!!! vô cùng xin lỗi vì trải nghiệm không tốt lần này của bạn ạ. Chúng tôi rất xin lỗi vì sự sơ suất đã khiến bạn không hài lòng. Chúng tôi sẽ nhanh chóng hỗ trợ đổi hàng hoặc hoàn tiền cho bạn. Mong bạn check tin của bên shop sớm để trao đổi cụ thể hơn về vấn đề. Cảm ơn bạn đã tin tưởng cũng như lựa chọn các sản phẩm của shop!
,1,"Cảm ơn bạn đã gửi phản hồi đánh giá sản phẩm cho shop. Mình đã đọc góp ý của bạn, không biết bạn có thể nhắn riêng với mình để mình hỗ trợ bạn ạ 😍. Cảm ơn bạn rất nhiều vì đã tin tưởng và ủng hộ shop."
,1,iDÉP- vô cùng xin lỗi bạn về sự cố này. Chúng tôi sẽ sớm liên hệ để trao đổi kĩ hơn về vấn đề và hỗ trợ đổi hàng hoặc hoàn tiền cho bạn sớm nhất nhé. Bạn vui lòng kiểm tra tin nhắn giúp mình! Mong bạn thông cảm cho sự cố không mong muốn này và vẫn tiếp tục ủng hộ shop nhé. Chúng tôi luôn sẵn sàng tiếp nhận phản hồi hồi về các vấn đề từ phía khách hàng yêu quý. Cảm ơn bạn rất nhiều!
,1,iDÉP- vô cùng xin lỗi vì trải nghiệm không tốt lần này của bạn ạ. Chúng tôi rất xin lỗi vì sự sơ suất đã khiến bạn không hài lòng. Chúng tôi sẽ nhanh chóng hỗ trợ đổi hàng hoặc hoàn tiền cho bạn. Mong bạn check tin của bên shop sớm để trao đổi cụ thể hơn về vấn đề. Cảm ơn bạn đã tin tưởng cũng như lựa chọn các sản phẩm của shop!
Vì tư vấn sai cỡ. Về đi thiếu hẳn 2 phân,3,"shop rất xin lỗi nếu b có trải nghiệm không tốt về sản phẩm, Bảng size shop để là bảng size chuẩn. không biết bạn đo chân như thế nào ạ? Shop đã liên hệ với bạn để đổi lại dép nhưng không thấy bạn phản hồi lại. Bạn đi không vừa thì nhắn lại shop nhé, shop sẽ hỗ trợ đổi ạ."
Mồm kêu đổi đc hàng nhưng khi ntin lại thì kh thèm trả lời. Không đổi đc hàng thì phải ntin nói nhé! ,3,
Mua về thấy tiếc quá dép thì OK những nghĩ lại hơi đắt đặt vào 12.12  ngày17.12 là nhận hàng,3,
Giao hàng hơi lâu quai sỏ ngón cái quá rộng dây xích k đều quá thất vọng,3,
Giá mà có sz40 thì tốt bình thường mình đi 39 nhưng có vẻ phần dây hơi chật làm đi hơi đau và cảm giác đi k đc chắc chắn lắm,3,
Chất lượng khá kém. Dép bị bung. K giữ from. Khá là chán. Mong shop khắc phục,3,
Dép đẹp nhưng bị rách 1 ít nhé shop lầm sau mong shop kiểm tra lại trw khi vận chuyển ,3,
Dép khá xinh nhưng giao hàng hơi chậm đánh giá mang tc nhận xu 🤣🤣,3,
Đóng gói ẩu mình không thích với phí ship đắt còn hàng thì tạm được thôi vì ngón cái khá rộng,3,
Dẹp đẹp giao hàng rất nhanh đặt hq hôm nay đac nhận đc hàng rồi chất dép đẹp nm hai dâu đầu hơi khó đi vào một tí,3,
"Mình mua hai đôi, shop hết hàng chỉ gửi được 1 đôi, sang ngày thứ 3 sau khi nhận hàng shop đã hoàn trả lại số tiền thiếu cho mình. Đôi dép xpr ngón cũng rất đẹp đi êm.",3,
Viền thừa ra chỗ mình dán băng keo y tế.  Đi đâu lòng bàn chân. Đóng gói khá ổn thôi,3,
From giày đẹp nhưng gót giày yếu mới nhận hàng mở ra thấy lỗi 1 bên. Hơi buồn. Cho 3 sao để lấy xu thôi,3,
Dép đẹp thì cx ok nhưng mk đặt saze 37 nên đi ko vưa,3,
Đặt 37 gửi về 36. Đẹp nhưng hơi chật ạ,3,
Dép khá ok nhưng đầu ngón dép bị lỗi,3,
Dép không đc đẹp cho lắm. Da dễ bong dép rất cứng. Nhưng so với giá 51k thì tiền nào của đấy thôi.,3,
Mũi dép bị hở,3,
"K giống hình
Sz lớn hơn bt",3,
"Ok, sản phẩm phù hợp với giá tiền",3,
Dép đẹp nhưng đi được 3hôm dãn với bẹt hết đế,3,
Giao hàng quá lâu,3,
"dép đẹp, nma nó nhanh hỏng,tầm 1 tuần là hỏng, shipper thì rất tệ, , gọi t ra lấy hàng, t cho địa chỉ cụ thể cạnh nhà t( ông ý ở trên 1 đoạn),mà t đứng 10' vẫn chẳng thấy mả tổ ông ý đâu :)) chết nắng, vừa về đặt mông xuống ghế thì ông ý gọi ra lấy :)) chả nhẽ lại k ra nữa :)",2,
"Đóng gói sơ sÀi,chất lượng kém 
Hình ảnh mang tính chất nhận xu🙂Mẹ hỏi bác Chinh mai có xuống Nào Hang không,để còn gửi cái mũ với lại tjmkjkknbfffguiikjbxdx",2,
"Đặt size 36 lại giao 35 
May là vẫn đi được, nh bị in dấu dây lên chân , r một chiếc thì da đen bóng, chiếc còn lại thì đen nhám, k hiểu soạn hàng kiểu gì",2,
From xấu cực kì nhưng tiền nào của nấy mình đặt sz hơi rộng tí nsnsnnsjdjdj,2,
"Hiển thị cho câu nói “ của rẻ là của ôi”
Kiểu dáng có đẹp nhưng quai dép không chắc chắn, chắc đi được 1 lần là tung quai",2,
Nếu cứ vậy thì không nên mua.shop chả nói năng gì.chán   nản thật,2,
Giao đúng mẫu đúng sz đóng gói cẩn thận,2,
Hàng nhanh bung ,2,
Đặt màu trắng. Shop gửi màu đen ,2,
"Hơi to,  ",2,
"Ủa rồi hàng của mình đâu rồi ạ?? . Thấy thông báo đã nhận được 3,4 ngày rồi nhưng không có hàng . Sip kiểu gì vậy ạ . Chán nhân viên giao hàng kiểu gì vậy ạ 1 sao ạ🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴🥴",1,
"mình mua 2 đơn :) giao bị thiếu nhưng in zalo shop k rep , k giải quyết xong còn chặn luôn zalo mình nữa",1,
"làm ăn thái độ kém,giao thiếu hàng nhưng khi khiếu nại k bank tiền , chặn zalo :)))))",1,
"dép giao không đúng mẫu 
 đặt trắng đi giao đen hazzzzzzzzzzzzzz 
 shop làm ăn không uy tín 
 đánh giá đúng thì vào ib nói này kia 
 xong chặn 
 các bạn nên trách xa shop này ra nhé ",1,
Shop gửi 2 chiếc cùng 1 chân thế này đi làm sao dc.  Có nhắn tin cho shop yêu cầu đổi thì không thấy phản hồi. Thực sự là tệ. Cho 1 sao và không có ghé lần 2,1,
Dép đẹp nhưng nhân viên giao hàng như con cặc🙄🙄làm ăn như vậy sau đéo ai dám mua🤦‍♀️,1,
Dép quá xấu so với mẫu,1,
Mua 2 đôi giao 1 đôi.. nt hỏi thì k tl. Shop mần ăn j kì z,1,
Mua 3 đôi tính tiền 3 đôi chỉ giao 2 đôi là sao ạ ,1,
"Shop giao hàng thiếu cho khách
Có phản hồi lại cho shop mà k thấy hoàn tiền",1,"chào bạn shop thành thật xin ỗi bạn vì cố sự chậm trễ này ạ.shop kiểm tra lại camera shop đã chuyển lại tiền cho bạn rồi nhé,bạn kiểm tra và phản hồi lại hộ shop ạ"
Shop làm ăn rất tệ. Thời gian chuẩn bị hàng quá lâu. Xong còn giao sai size :((((,1,
Đặt đen thì giao trắng,1,
Giao sai màu,1,
Shop lừa gạt đặt 2đ nhưng chỉ giao 1đ mà lại tính tiền 2đ,1,
"Hàng gửi về lỗi, liên hệ đổi hàng thì không tl ",1,
Mk đặt size 39 mà giao có 36 à,1,
Giao hàng nhầm màu cho dù đã gọi điện ,1,
dép không như quảng cáo. quá xấu,1,
Đặt size 37 mà lại giao size 38,1,
Dép dễ bung keo và đứt quai,1,
Ko tốt,1,
"Hàng giống mẫu,giao hàng nhanh,nhưng có cái là déo giao về bẩn, mùi khó chịu 😦",3,
"Bị dính keo, hơi mùi, giá rẻ hơn chỗ khác, nếu k bị dính keo thì 5*",3,
Đặt 2 đôi cùng size mà nhỏ xíuuuuuuuuuuu ??????????????????,3,
Lên dáng khá ok màu sắc cũng ổn nhưng sản phẩm của mình bị lỗi lồi lên một đường trông rất là xấu mùi nhựa hơi nồng hơi thất vọng về sản phẩm ...................................................,3,
"Dép đi khá cứng, không êm như những dép cũ đã từng mua, mùi cao su nhiều, để cả tuần không hết",3,
"Dép hơi cứng, mùi nhựa hơi nồng, đi không êm chân cho lắm, hàng mãi không về",3,
"dép xinh, from bé cực luôn í:) mọi người nên đặt size to hơn bình thường mang tầm 1 2 size nha",3,
"Dép rất cứng đi đau chân
Size bé",3,
Hình ảnh mang tính chất nhận xu cvjvjvhfhhcjhxđjdhhjfjxhxbzjvhcfhfhdgsfgzhdjckcfjxhxgdngioiudsgshđjdjjfjdjđjjfjfjdjffhfhdjfhfhjđjhdxjhchgghfhdgsfsaefggjkhgjgfgdvgjhggdsffsyrtuhkhgcxsfaddgdgdffgfggxchggjghghfhfhfhfhfhfhfhffhgffggdfgfhfhhffhhfxvbchchfvjjcchfAdadydgjhlvkjvzgfsdtfujggjhchcjvvjjghfgdsfvj,3,
"Đặt lần đầu thì hình gấu to đẹp, đặt lần sau cũng cùng size 39 mà hình gấu nhỏ hơn nhiều khác vs trên ảnh, hình gấu bị xéo qua một bên",3,
Dép bị chảy keo. Mùi keo nồng nặc. Giao sai sp nhưng ko đổi vì quá lười. Dép màu trắng thì dính cái gì màu đen hog biết nữa.,3,
sản phẩm tạm được,3,
Djckkskdc,3,
Dép xinh mà con gấu dễ rớt lắm nha mọi người,3,
Giao nhầm size,3,
Dép hơi cứng và có mùi hắc cân nhắc trước khi mua,3,
Mùi dép kinh lắm. Mong ng người suy nghĩ trước khi mua. 😑🥲😑🥲😑🥲😑🥲😑🥲😑🥲😑🥲😑,2,
Dép mang không êm với lại con gấu dễ rớt ra lăm mang được vài ngày là rớt rồi,2,
"Ảnh một kiểu còn hàng ship về một kiểu,dép mùi khó chịu,không hài lòng về sp",1,
"Quá tệ về thái độ phục vụ khách, hàng giao về k đúng màu, bẩn, hư form nhưng không giải quyết, nhăn nheo, trầy xước da dép, các bạn mua nên cân nhắc",1,
Giao sai màu dép - đặt màu KEM mà giao màu ĐEN 😡😡😡😡😡😠😠😠😠😠😠😠😠😠😠😠😠😠😡😡😡😡😡😡😡😡,1,
Đặt 36 giao 38 rồi như chiếc xuồng luôn . Shop làm ăn vậy chết rồi,1,
Dép nữ gấu trần chỉ cuteeeeee mà đi hơii cứng . Giao hàng ko nhanhhh lắm,3,Cảm ơn bạn đã phản hồi lại cho TINTIN HOME ạ. Bên mình sẽ cố gắng khắc phục và hoàn thiện sản phẩm hơn để mang đến cho cậu trải nghiệm tốt nhất. Mình sẽ liên hệ để hỗ trợ bạn nhanh nhất có thể. Mong bạn vẫn sẽ tiếp tục đồng hành cùng shop trong tương lai nhé!
"Mình đặt 36-37, shop giao 38-39, đề nghị shop kiểm tra kỹ trước khigiao hàng. Thất vọng lắm lun",3,
"Giao hàng nhanh, chất lượng dép hơi kém, mỏng teo ạ, mk mang sz 40-41 thấy siêu to khổng lồ ạ. .",3,Cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của TINTIN.VN. Chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. Mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!
Nó cứ bị phình ra ý nhưng hợp vs giá tiền,3,Cảm ơn bạn đã phản hồi lại cho TINTIN.VN ạ. Bên mình sẽ cố gắng khắc phục và hoàn thiện sản phẩm hơn để mang đến cho cậu trải nghiệm tốt nhất. Mình sẽ liên hệ để hỗ trợ bạn nhanh nhất có thể. Mong bạn vẫn sẽ tiếp tục đồng hành cùng shop trong tương lai nhé!
"Cx đc , cs lỗi , đi hơi đau chân , k êm lắm 🤷‍♀️",3,Cảm ơn bạn đã tin tưởng và lựa chọn sản phẩm của TINTIN.VN. Chúng tôi sẽ liên hệ sớm cho bạn để giải quyết vấn đề nhanh nhất ạ. Mong bạn sẽ tin tưởng và chờ sự hỗ trợ sớm nhất có thể từ phía shop nhé!
,3,Cảm ơn bạn đã phản hồi lại cho TINTIN.VN ạ. Bên mình sẽ cố gắng khắc phục và hoàn thiện sản phẩm hơn để mang đến cho cậu trải nghiệm tốt nhất. Mình sẽ liên hệ để hỗ trợ bạn nhanh nhất có thể. Mong bạn vẫn sẽ tiếp tục đồng hành cùng shop trong tương lai nhé!
,3,"Cảm ơn bạn đã phản hồi lại cho shop ạ. Nếu sản phẩm của shop có vấn đề gì, bạn nhắn tin tới chúng tôi để phản hồi về vấn đề nhé. Shop luôn sẵn sàng hỗ trợ bạn và cố gắng hoàn thiện sản phẩm hơn nữa để mang đến cho bạn những trải nghiệm tốt hơn."
"Giao hàng nhanh, đôi đen thì ok còn đôi be như kiểu dép cũ, dính bẩn nhiều k tẩy được.",2,TINTIN.VN vô cùng xin lỗi về sự cố mà bạn đã gặp phải khi đặt hàng. Mong bạn sẽ ủng hộ shop trong lần trải nghiệm mua hàng trong tương lai. Chúng mình sẽ cố gắng hoàn thiện hơn nữa để không làm bạn thất vọng.
"Lần đầu tiên mình đặt 4 sản phẩm, nhưng được ship nhận về 1 sản phẩm.
Mình k bóc hàng ra để check số lượng sản phẩm mà đã ấn nút “đã nhận hàng” rồi. Nên k thể trả hàng được Hichic.
Đơn vị vận chuyển là J&T express. 
Giá trị hàng k quá lớn, nhưng trải nghiệm tồi tệ 😭",2,"TINTIN HOME rất tiếc về những trải nghiệm không hài lòng bạn gặp phải, trong quá trình sử dụng sản phẩm nếu có vấn đề gì chưa hài lòng hãy nhắn lại ngay cho shop để được hỗ trợ tốt nhất. Chúc anh chị đón năm mới may mắn, bình an!"
Chất lượng kém dễ dơ mang đau chân,2,TINTIN.VN vô cùng xin lỗi về sự cố mà bạn đã gặp phải khi đặt hàng. Mong bạn sẽ ủng hộ shop trong lần trải nghiệm mua hàng trong tương lai. Chúng mình sẽ cố gắng hoàn thiện hơn nữa để không làm bạn thất vọng.
"Giao thiếu sản phẩm. Đặt 3 đôi đóng gói 2 đôi. Và đóng gói sai màu sắc, đặt màu cam giao màu hồng.",1,TINTIN HOME vô cùng xin lỗi vì trải nghiệm không tốt lần này của bạn ạ. Chúng tôi rất xin lỗi vì sự sơ suất đã khiến bạn không hài lòng. Chúng tôi sẽ nhanh chóng hỗ trợ đổi hàng hoặc hoàn tiền cho bạn. Mong bạn check tin của bên shop sớm để trao đổi cụ thể hơn về vấn đề. Cảm ơn bạn đã tin tưởng cũng như lựa chọn các sản phẩm của shop!
"Dép giống hình nhưng mình mua hớ nặng. Chất liệu giống các đôi dép xốp, nhẹ tênh chứ ko fai da. Giờ mới để ý thấy chức năng trả giá của shopee. Bản thân mình ko giỏi trả giá nên thường chỉ mua đồ shop mall. Giờ ngay shopee mall cũng ko tin dc giá cả. Sao đánh giá cho trải nghiệm mua hàng nói chung.",3,"Dạ, dép này ko phải là dép Da ạ, là chất liệu cao su tổng hợp. Đôi dép này rất nhẹ êm, giá hiện shop đang bán 170k - là giá rất tốt cho hàng chính hãng. Shop hy vọng bạn đi thời gian sẽ thấy thích chất liệu này ạ."
,2,"Monobo Vietnam -chotuktuk cảm ơn bạn đã đặt hàng. Shop rất tiếc vì bạn đã dành đánh giá này cho sản phẩm, cho shop.Với lý do giao hàng chậm trong thời gian dịch bệnh, shop rất xin lỗi về sự chậm trễ này."
"Mik mua size 37 hơi bé, mn mua thì nên mua rộng rộng một chút đi cho thoải mái 😗",3,Trời..nhẽ cho 5 sao chứ bạn. Dép đẹp thế mà.
Hi,2,
Sop giao sai dép r😐,2,
Hình ảnh mang tính chất nhận xu,1,
"Dép đẹp, mang vừa vặng rất OK",1,
JT Express giao hàng quá lâu,1,
"Mới đầu tui cầm đôi dép mà ngỡ ngàng luôn cứ tưởng là shop giao nhầm size cho tui không à. Chân t 22cm mang size nhỏ nhất của shop rùi mà vẫn rộng quá chời :'( Còn về shipper thì t quá thất vọng luôn, đợi oder lâu rùi mà đến lúc ship để t chờ cả buổi mới tới",3,
