khach_cmt,rating,shop_phan_hoi,,,,,,,,,,,,,,,,,,,,,,,
Không ngờ shop hỗ trợ xử lý đơn hàng quá tệ.mua hàng thanh toán onl ngày 3/8 rồi thấy lâu giao mình vào xem bấn nhầm đã nhận nhưng thực ra mình chưa nhận hàng nhờ shop hỗ trợ giúp mình mà chờ mãi tới hôm nay 25/8 cũng chưa thấy hoàn tiền giúp mình.chán,1,"chào b, b thông cảm ạ, về việc đơn hàng đi chậm bên m có gọi cho bên vị chuyển nhưng cũng chỉ nhận được thông báo là khách và shop thông cảm khi giao hàng chậm ạ, 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông",,,,,,,,,,,,,,,,,,,,,,,
Hàng xấu không chất lượng vải xấu không đúng form nói chung là hàng quá xấu,1,"chào bạn võ thị thu, shop rất lấy làm tiếc khi sản phẩm không làm bạn ưng ý. shop có nhắn tin để đổi hàng cho b rồi nhé, bạn check tin nhắn giúp mình ạ. ngoài ra, sản phẩm quần tây 2 cúc bấm là hàng độc bên shop bán đầu tiên trên shope với 583 - đánh giá và 1,5k - đã bán và bạn là người đầu tiên đánh giá 1* cho sản phẩm này. 🌟 xm ngọc duy - nếu sản phẩm bị lỗi, đừng vội đánh giá hay bấm hoàn hàng trả tiền mà hãy nhắn tin cho shop -> shop cam kết đổi hàng nếu bạn không ưng ý sản phẩm",,,,,,,,,,,,,,,,,,,,,,,
"Vải mỏng , from xấu nói chung là không nên mua",1,,,,,,,,,,,,,,,,,,,,,,,,
Xấu mua sz L rồi vẫn bị bó,1,"chào b, shop rất lấy làm tiệc khi sản phẩm chưa làm b ưng ý. các b có cân nặng giống nhau nhưng sẽ có vòng eo mông khác nhau nên size quần cũng khác nhau ạ 🌟xm ngọc duy cam kết 💯 %🌟 + miễn phí đổi - trả hàng lỗi, nhầm mẫu và size do shop. + hỗ trợ đổi hàng, size, màu khi khách đặt nhầm. + thu hồi hàng - hoàn tiền khi khách nhận hàng không thích + mỗi người một dáng nên để chuẩn size quần nhất các bạn hãy lựa chọn theo số đo vòng eo & vòng mông",,,,,,,,,,,,,,,,,,,,,,,
Thiếu quần mình đặt 3 cái mà giao mỗi hai,1,"chào bạn, bên m đã gửi b chiếc thiếu ngay sau hôm nhân viên bên m gửi hàng đi qua bên vận chuyển ghtk với mã 760023027. nhân viên chăm sóc khách hàng bên shop đã gọi điện cho bạn xem đã nhận được hàng chưa, bạn bảo đã nhận được. hy vọng lúc nào bạn vào shope và đánh giá lại sản phẩm bên shop ạ, cảm ơn bạn. xm ngọc duy - hana cam kết đổi miễn phí 1-1 nếu hàng bị lỗi, sai mẫu hay size.",,,,,,,,,,,,,,,,,,,,,,,
"Chất vải khá là thô mà không phù hợp với mình, theo ý kiến của mình và với mức giá sản phẩm không phù hợp.",1,,,,,,,,,,,,,,,,,,,,,,,,
Giao lâu hàng đẹp ưng ý,1,,,,,,,,,,,,,,,,,,,,,,,,
Gửi lỗi không cho đổi hàng,1,,,,,,,,,,,,,,,,,,,,,,,,
Chưa được nhận hàng mã đã ghi là giao hàng thành công shop lừa đảo làm ăn vớ vẩn lừa lọc,1,,,,,,,,,,,,,,,,,,,,,,,,
Màu đen đưa màu xanh,1,,,,,,,,,,,,,,,,,,,,,,,,
"Kích cớ không đúng với bảng quy đổi,nên theo bảng quy đổi của shop là bị trật. không mua lại được,bye bye",1,cảm ơn khách yêu đã tin tưởng và lựa chọn mua hàng tại shop. hãy ghé shop thường xuyên để trải nghiệm những sản phẩm và dịch vụ tuyệt vời nhất nhé. . chúng tôi luôn hy vọng được tiếp tục đồng hành cùng khách yêu trong tương lai.,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng rất chậm,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần mất khuy,1,,,,,,,,,,,,,,,,,,,,,,,,
Dịch vụ chán,1,,,,,,,,,,,,,,,,,,,,,,,,
"Áo giao khôngđúng hình , nhắn tin shop thì không thấy rep trả lời !",1,,,,,,,,,,,,,,,,,,,,,,,,
Mình không hiểu shop làm ăn kiểu gì mình đặt 3 cái mà giao có 2 cái mong shop rep tin nhắn và hoàn lại tiền cho mình,1,"hx shop đã hoàn lại áo thiếu cho khách rồi ạ , shop thật là buồn vì khách đã chỉnh sửa đánh giá sao rồi lên không sửa được lần nữa ạ, để các khách lại hiểu nhầm shop ạ, khách mua hàng bên shop cứ yên tâm nhé thiếu hàng shop sẽ giải quyết nhanh nhất có thể ạ.❤❤",,,,,,,,,,,,,,,,,,,,,,,
Nghĩ sao giao cho nhắn tina cái áo này hả trời. tính bán cho người khổng lồ mặc hả. bố mấy con điên hãm. mắt mày chỉ để trang trí thôi hả. chắc phải 80 cân ms mặc vừa . mày có lấy về cho thằng cha mày mặc để tao gửi lại,1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng sản phẩm tệ hình trên áo bị lên không rõ hình nói chúng là xấu qá ,1,dạ chào chị ạ.dạ shop rất lấy làm tiếc khi không làm hài lòng chị ạ.dạ kiểu hình in nó vậy chứ không phải lem đâu ạ.hình là 1 lớp mặt nạ chứ không phải là da mặt của hình nên không thể trắng mịn chị nhé.chúc chị 1 ngày vui vẻ và hạnh phúc ạ,,,,,,,,,,,,,,,,,,,,,,,
Chất áo chữ lỗi dính vào nhau xong hỏng chữ áo mát không nóng .,1,dạ chào chị ạ. dạ shop xin lỗi chị vì sự cố không mong muốn này ạ. do shop đặt xưởng sl nên có 1 2 chiếc bị lỗi.bên shop có hỗ trợ đổi trả ạ. mong chị inb cho shop để được hỗ trợ đổi trả nhanh nhất ạ.shop xin lỗi chị rất nhiều ạ,,,,,,,,,,,,,,,,,,,,,,,
Áo gì giặt mới có 1 nước đã vầy nè,1,,,,,,,,,,,,,,,,,,,,,,,,
Chất áo này shop khác mình mua có 65k. nghĩ đắt tiền thì chất tốt hơn nhưng lại bị mua đắt. quá thất vọng. lần đầu tiên mua shope mà thấy thất vọng thế này,1,dạ chào bạn ạ. bạn ơi. 65k của bạn là shop nào ạ. hay bạn đang là đối thủ để vào chơi xấu ạ. ^ . hàng bên shop chất khác hoàn toàn với loại 65k của bạn nhé. chất 65k của bạn mặc có mát không ạ. hay là loại chất coton bình thường mặc nóng và nhanh hỏng ạ.bên shop có hỗ trợ đổi trả bạn nhé. hàng không đúng chất bạn có thể trả lại cho bên shop ạ. chúc bạn mua sắm vui vẻ!,,,,,,,,,,,,,,,,,,,,,,,
Không cho biết nhiều nên em viết lại trong máy,1,"khách hàng khiếu nại áo bị lỗi bên shop đã chấp nhận trả hàng hoàn tiền và shope cũng đã hoàn tiền lại cho khách về ví rồi , shop cũng đã gọi khách kiểm tra nhưng khách không biết kiểm tra tiền hoàn về đâu rồi đánh giá shop 1* là phục vụ kém thì shop không biết là shop phục vụ kém chỗ nào ạ . đơn cũ bạn được hoàn tiền lên không đánh giá được bạn đặt đơn khác để đánh giá 1* trong khi shope hoàn tiền về ví của bạn rồi shop cũng không hiểu bạn muốn gì nữa ạ.",,,,,,,,,,,,,,,,,,,,,,,
Giao sai mẫu. mình nhắn tin nhưng shop không thèm trả lời. sợ thật đấy. chỉ có 1 lần thôi,1,dạ chào chị ạ.dạ shop xin lỗi chị vì sự cố này ạ.bên shop có hỗ trợ đổi trả nên chị yên tâm nhé và bên shop có trả lời chậm 1 xíu mà chị đánh giá luôn 1*. bên shop trả lời khách lần lượt. do nhiều khách hỏi nên không thể nào ngay lập tức được ạ. cám ơn chị đã tin tưởng và đặt hàng bên shop. chúc chị 1 ngày vui vẻ và hạnh phúc ạ,,,,,,,,,,,,,,,,,,,,,,,
Giao thiếu nhắn tin shop không chịu xử lý,1,,,,,,,,,,,,,,,,,,,,,,,,
Áo bị lỗi và không giống hình cho lắm,1,,,,,,,,,,,,,,,,,,,,,,,,
"Chất vải ok,chữ mới giặt đã bung nhẹ rồi",1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,,,,,,,,,,,,,,,,,,,,,,,
"Màu áo không như hình, nhiều chỉ thừa",1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng lỗi chỉ lỗi vải áo không giống hình,1,dạ chào chị ạ. cám ơn chị đã đánh giá sản phẩm ạ.chị ơi hàng bên shop có làm sao chị inbox chát bên shop có hỗ trợ đổi trả chị nhé. rất xin lỗi chị vì đã không làm chị hài lòng ạ. chúc chị luôn vui vẻ ạ .,,,,,,,,,,,,,,,,,,,,,,,
"Dịch vụ kém, vải mặc nóng, nhắn tin nhờ hỗ trợ mà tới 10 ngày mới gởi cho bên vận chuyển",1,,,,,,,,,,,,,,,,,,,,,,,,
"Quần mỏng, đường chỉ may xấu và lỗi, vải nóng, cổ áo may nhỏ, video mang tính chất lấy xu",1,,,,,,,,,,,,,,,,,,,,,,,,
"Thứ 2: tin nhắn không gửi các bạn hoàn toàn không xem, còn cả mình kêu gửi trên rồi shop đọc lại. shop cũng chớ hề kéo lên, vì kéo lên là thấy có tin nhắn ngay (mình có chụp đoạn chat) thật sự mình rất cáu mong muốn đổi, mình cũng khá lịch sự khi những lần đầu nói chuyện nhưng giờ thì mình không còn từ nào diễn tả. chỉ mong",1,,,,,,,,,,,,,,,,,,,,,,,,
Shop giao lỗi cho mình rồi chất thì ok chứ mình đặt size M mà quần thì vừa áo thì rộng thênh thang như kiểu áo size XL vậy ý,1,,,,,,,,,,,,,,,,,,,,,,,,
Áo rộng như váy mà không cho họ đổi hàng mua về để lau nhà,1,,,,,,,,,,,,,,,,,,,,,,,,
"Sản phẩm thì quần mới, áo cũ, miếng dán chữ zero bị lệch, lem nhem, làm ăn không có tâm. sản phẩm quá kém",1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng siêu siêu lâu 2 tuần mới nhận được hàng đợi mòn mỏi,1,,,,,,,,,,,,,,,,,,,,,,,,
"Sản phẩm ổn , chất lượng phục vụ tệ",1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm không giống hình làm ăn như cái lol vậy 1 sao là may mắn lắm rồi.,1,,,,,,,,,,,,,,,,,,,,,,,,
Vải đẹp nhưng đặt 2 màu khác nhau . nhưng lại giao 2 bộ hệt nhau .,1,,,,,,,,,,,,,,,,,,,,,,,,
Quần rách 1 lổ,1,,,,,,,,,,,,,,,,,,,,,,,,
Mới nhận hàng mở ra thì thấy quần ổn nhưng áo thì giống hàng cũ bị phai màu. dù đã đặt size nhỏ nhất nhưng áo vẫn như cái váy. mặc được vài hôm quần bục hết chỉ. dù là shop của shope mail nhưng khi nhận được đánh giá tiêu cực cũng không một phản hồi gì với khách hàng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Mới mua về mở ra là thấy liền vậy, chắc mặc được vài bữa đem vứt",1,,,,,,,,,,,,,,,,,,,,,,,,
Chất xấu nóng size áo to hơn size bình thường chất lượng kém dù tiền nào của đấy nhưng không xứng với giá tiền,1,,,,,,,,,,,,,,,,,,,,,,,,
Rõ ràng chọn size L và size M nhưng quay ra 2 bộ bằng nhau quá rộng không mặc được,1,,,,,,,,,,,,,,,,,,,,,,,,
"Quần quá mỏng, đường chỉ may xấu và lỗi , mặc 1 tuần về chỉ đứt 5 6 chỗ, không đáng mua",1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm ra màu,1,,,,,,,,,,,,,,,,,,,,,,,,
"Ảnh thì rõ đẹp, mua về chán éo không tả được.",1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng hơi rộng cỡ M mà như cỡ L,1,,,,,,,,,,,,,,,,,,,,,,,,
"Chất vải khác ảnh, không dùng dc",1,,,,,,,,,,,,,,,,,,,,,,,,
Ha,1,,,,,,,,,,,,,,,,,,,,,,,,
Báo hết hàng rồi giao đồ khác,1,,,,,,,,,,,,,,,,,,,,,,,,
Mua hàng lỡ size to không cho đổi nhắn tin không trả lời,1,,,,,,,,,,,,,,,,,,,,,,,,
"Không giao đúng mẫu đã chọn, thay vào cái quần khác",1,,,,,,,,,,,,,,,,,,,,,,,,
Tồi,1,,,,,,,,,,,,,,,,,,,,,,,,
Vải mỏng.không đẹp,1,,,,,,,,,,,,,,,,,,,,,,,,
Bỏ tiền với time mua được đôi dép rách ạ  không biết đi được nổi 1 tuần không nữa. mà vết rách nhìn như kiểu bị cắt luôn,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng chậm trễ. hứa hẹn linh tinh lươn lẹo chuẩn bị hàng rất lâu. sẽ không bao giờ quay lại chất lượng sản phẩm rẻ tiền hơn hàng chợ,1,,,,,,,,,,,,,,,,,,,,,,,,
"Dép chất lượng kém, giao hàng thái độ kém với khách, nói chuyện thái độ du côn, nói chung sẽ không mua hàng lần 2",1,,,,,,,,,,,,,,,,,,,,,,,,
Gửi dép rách cho tôi vậy,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép nhìn bề ngoài rất đẹp và bắt mắt. cảm giác mang rất êm chân thích lắm ai dè mang được 5 ngày thì nó thế này. phí tiền,1,,,,,,,,,,,,,,,,,,,,,,,,
"Hàng tốt,đúng ảnh,anh em nên mua,vote 1 sao vì nếu vote 5 sao thì không ai xem",1,,,,,,,,,,,,,,,,,,,,,,,,
Không có mục trả lại hàng là sao nhỉ? mua 1 đôi mà thành 2 chiếc 1 bên,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng sai cả mẫu. treo đầu dê bán thịt chó. hình ảnh là một kiểu đến lúc giao hàng lại một kiểu. bán kiểu gì tích đức tích phúc chứ bán thế kiểu gì cũng bị nghiệp quật sớm thôi chủ shop ạ,1,,,,,,,,,,,,,,,,,,,,,,,,
Shop lm ăn kiểu gì không biết.lúc giao không kiểm tra hàng hay sao mà giao dép cho khách rách cả đôi.về đi 3 bữa vứt là vừa à,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt hàng màu đỏ ghi rõ là không đúng màu không nhận mà vẫn cố gửi .shop làm mình quá thất vọng,1,,,,,,,,,,,,,,,,,,,,,,,,
Gửi nhầm thế này thì đi làm sao hả shop. có đổi lại được không?,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép nứt kiểu hàng tái chế,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép đẹp nhưng sản phẩm bị rách,1,,,,,,,,,,,,,,,,,,,,,,,,
Không nên mua logo thì sai chỗ bảo cho đổi lại hàng thì không cho,1,,,,,,,,,,,,,,,,,,,,,,,,
Ggiao hàng không đến nhà .gửi qua bưu điện phải tự mình xuống lấy hàng,1,,,,,,,,,,,,,,,,,,,,,,,,
Tưởng cỡ 36 là to lắm nhưng khi đặt về thì quá nhỏ mọi người nên lựa chọn đúng nhé,1,,,,,,,,,,,,,,,,,,,,,,,,
"Shop giao hàng thiếu, mua 3 giao 2, nhắn tin không phản hồi",1,,,,,,,,,,,,,,,,,,,,,,,,
Thông tin để mua dép không rõ ràng . do chân dư nhưng lúc đem về thì lại chưa khớp,1,,,,,,,,,,,,,,,,,,,,,,,,
"Quá xấu không đẹp như trong ảnh ,như dép đi nhà vệ sinh",1,,,,,,,,,,,,,,,,,,,,,,,,
"Giao không đúng size. trên hình ảnh chọn size 40, 41 mà giao dép không có size. đi chật không đi được.",1,,,,,,,,,,,,,,,,,,,,,,,,
"Chụp ảnh thì logo chữ BOS nhưng bán thì chứ BNS  có sao chụp vậy, gian dối. chất lượng không quan trọng, mẫu mã đã có dấu hiệu gian dối thì 1 sao cho nhanh.",1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt 38 đưa đôi 43 đặt màu xám gửi màu đen?,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép nhựa không phải cao su như miêu tả,1,,,,,,,,,,,,,,,,,,,,,,,,
"Shop chán quá, giao thiếu một đôi dép mà nhắn tin hỏi lại không trả lời. bán hàng thiếu tâm",1,,,,,,,,,,,,,,,,,,,,,,,,
Dép nhanh rách không nên mua mới đeo được vài ngày đã rách hết rồi,1,,,,,,,,,,,,,,,,,,,,,,,,
Shipper như cc tự tiện dô nhà người ta giao mà không gọi trước,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép bị đứt,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép chất lượng kém. dẻo ngoẹo. đi khó chịu,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép ảnh 1 kiểu ngoài 1 kiểu chán shop !,1,,,,,,,,,,,,,,,,,,,,,,,,
"Giao lộn size, size 41 đưa size 36",1,,,,,,,,,,,,,,,,,,,,,,,,
Không giống như hình,1,,,,,,,,,,,,,,,,,,,,,,,,
Tạm được,1,,,,,,,,,,,,,,,,,,,,,,,,
Kích thước không đúng với cách đo của shop,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng thiếu đặt 2 đôi thì giao có 1,1,,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng kém,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng chậm,1,,,,,,,,,,,,,,,,,,,,,,,,
Xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Mua 41 mà giao 40 còn bị xước lỗ nữa,1,,,,,,,,,,,,,,,,,,,,,,,,
Đơn hàng quá chậm chạp,1,,,,,,,,,,,,,,,,,,,,,,,,
Dịch vụ quá kém,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao sai màu,1,,,,,,,,,,,,,,,,,,,,,,,,
"Dép không chuẩn size,chất liệu không tốt đi rất chán",1,,,,,,,,,,,,,,,,,,,,,,,,
"Không giống trong hình nhé, lừa đảo",1,a cho e hỏi có chuyện gì thế ạ ? dép e nhiều ng đã sử dụng tốt mà a ? a có thể nhắn tin e đổi cho nếu e gửi nhầm nhé,,,,,,,,,,,,,,,,,,,,,,,
Giao gần 2 tuần. sai size.,1,,,,,,,,,,,,,,,,,,,,,,,,
Dép bị rách cả 2 chân đều bị rách,1,,,,,,,,,,,,,,,,,,,,,,,,
"Hàng shop đăng 1 màu, gửi cho khách màu khác. áo thì quá nhiều chỉ thừa. mình ib cho shop và muốn trả hàng nhưng shop không rep. mình gọi điện thì nhân viên dạ vâng, hứa qua ngày giải quyết đơn cho mình. mình cũng hoan hỉ ok. nhưng sang đến hôm nay shop nói 1 kiểu khác, không giải quyết đơn cho mình.",1,"dạ chị ạ! chị đừng nói quá cho bên e như vậy, thự sự bên e bán mấy nghìn áo này rồi, mọi người mua đều khen đẹp! chất và giá cũng oki, hôm qua mùng 1, chị gọi điện bên e có bảo qua ngày giải quyết cho mình, nay chị nhắn tin rồi nói vất đi cũng được, bên e chỉ giải thích vì bên e kiểm tra thì thấy mình mua áp giá km. nên khi hoàn cũng chỉ hoàn được 30k rất tiếc mà chất lượng áo không phải quá tệ như mình nói! trong đoạn tin bên e phản hồi với mình đều 1 điều rất nhẹ nhàng giải thích, xin lỗi mình , chứ không có dám nói điều gì không đúng! còn chỉ thấy tin mình doạ bên e thôi ạ! dù sao , em cung cám ơn chị đã ủng hộ và mua hàng tại shop ạ! shop có điều gì còn thiếu xót, sản phẩm chưa được ưng ý mong chị rộng lòng bỏ qua! chúc chị và gia đình an khang, thịnh vượng, luôn vui vẻ và hạnh phúc ạ!",,,,,,,,,,,,,,,,,,,,,,,
Chất chán mặc nóng không bao giờ mua,1,,,,,,,,,,,,,,,,,,,,,,,,
Tệ,1,,,,,,,,,,,,,,,,,,,,,,,,
Áo cũng không đến nỗi tệ nhưng mà còn rách mình rất không hài lòng về việc này mong shop chú ý về chất liệu sản phẩm hơn nhé!,1,,,,,,,,,,,,,,,,,,,,,,,,
"Nhìn chung sản phẩm phù hợp với giá của nó tuy nhiên mình khuyên thật các bạn đang có ý định mua giày thì không nên mua giày này chất lượng trung bình, độ bền chắc chắn là kém. hãy bỏ ra vài trăm nghìn để mua đôi giày hẳn hoi, đừng ham rẻ đế giày trắng, da giày màu be mình khuyên các bạn không nên",1,,,,,,,,,,,,,,,,,,,,,,,,
"Dày thì ok , nhưng cách gói hàng không tốt không nhồi giấy vào dày làm dày bị móp méo ! chật size nhưng shop không đổi !",1,,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng thì như mọi người thấy  giày gửi về đây ạ đẹp vler luôn,1,,,,,,,,,,,,,,,,,,,,,,,,
"Mua màu đen mà gủi màu trắng, ib không thèm rep, định trả hàng hoàn tiền nhưng thôi đi tạm vậy, nhưng cho 1 sao vì chăm sóc khách kém, nếu mà nói nhẹ xin lỗi một câu thi mình cũng vui vẻ đằng này im ru. thất vọng",1,,,,,,,,,,,,,,,,,,,,,,,,
Thất vọng. giầy giao không đúng mẫu trong ảnh. đóng gói thì móm méo. bị chật hơn so với 1 cỡ so với giầy đang đi. không hiểu sao nhiều người bịa sản phẩm tốt thế. chắc cạch ra thôi,1,,,,,,,,,,,,,,,,,,,,,,,,
Giày cũng đẹp nhưng shop giao lộn màu cho mình không hài lòng cho dụ này mình kêu đổi shop cũng không rep,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt giày đen. giao giày trắng. phản hồi chán. thời gian giao hàng rất lâu,1,,,,,,,,,,,,,,,,,,,,,,,,
Không phản quang giày hơi nhỏ khi mua nên thêm 1 size đường may không chắc chắn dư nhiều chỉ thừa dơ 1 số chổ,1,,,,,,,,,,,,,,,,,,,,,,,,
"Giao sai nhưng không thấy mình sai chỗ nào,ít gì cũng phải xin lỗi khách,kiểu như trả thèm quan tâm cho lắm, mik đặt 1 đôi trắng ở chỗ khác rồi ,giờ mình đặt đôi đen ở đây shop lại giao trắng và thế là 2 đôi, mình có thể trả -hoàn tiền ,nhưng viết cho mọi người biết mà né shop ra đừng xem cmt 5*,thời gian có mua được",1,,,,,,,,,,,,,,,,,,,,,,,,
Shop giao sai hàng. đôi tất cũng không thấy giao trong đơn. lần đầu mua hàng của shop khá thất vọng,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt màu đen mà giao màu vàng này ?,1,,,,,,,,,,,,,,,,,,,,,,,,
"Shop giao nhầm hàng, không đưa ra phương án xử lý hay hỗ trợ cho khách",1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt đôi đen shop lại gủi màu trắng chán shop quá,1,,,,,,,,,,,,,,,,,,,,,,,,
Giao hàng không đúng mẫu shop làm ăn như *,1,,,,,,,,,,,,,,,,,,,,,,,,
Chất lượng hơi tệ giầy bị móp méo,1,,,,,,,,,,,,,,,,,,,,,,,,
"Đặt màu đen , giao hàng lại màu trắng, shop không tư vấn cho ng mua cách đổi hàng, chất lượng tồi",1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng kém chất lượng dán đế giày như hàng mấy chục nghìn,1,,,,,,,,,,,,,,,,,,,,,,,,
Shop làm ăn như c ghi chú 1 đôi 38 1 đôi 40 rồi vẫn giao 2 đôi 39,1,,,,,,,,,,,,,,,,,,,,,,,,
"Hàng không giống như shop nói. không dạ quang, đặt hàng màu đen, gửi màu trắng.",1,,,,,,,,,,,,,,,,,,,,,,,,
Sai màu,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt màu trắng giao màu đen,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng đã qua sử dụng,1,,,,,,,,,,,,,,,,,,,,,,,,
Mua đen giao trắng,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt giày màu đen nhận hàng thì màu trắng,1,,,,,,,,,,,,,,,,,,,,,,,,
Tệ,1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt hàng giày màu trắng nhưng lại giao màu đen,1,,,,,,,,,,,,,,,,,,,,,,,,
Da xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng không giống trong quảng cáo,1,,,,,,,,,,,,,,,,,,,,,,,,
"Giao sai mẫu, đặt giày nữ, giao giày dáng nam, đế giày vếch ngược lên, đã note với shop rồi , mua tận 2 đôi mới bực mình",1,,,,,,,,,,,,,,,,,,,,,,,,
Giao cho mình giày gì mà không giống hình tí nào vậy,1,,,,,,,,,,,,,,,,,,,,,,,,
"Đánh giá này là nhắc nhở mọi người mua hàng thì nhắn shop hỏi trước hàng, tránh tình trạng shop treo mẫu này bán hàng nọ. shop không thèm trả lời luôn thất vọng thật sự.",1,,,,,,,,,,,,,,,,,,,,,,,,
Giày không chuẩn from mua size 39 nhưng thực tế chỉ 36 mua giày 75k mà đổi trả ship hết 55k . giày cũng không giống ảnh thất vọng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Đóng gói sản phẩm đẹp, tuy nhiên sản phẩm chỉ tạm giống hình, from quá tệ, chất liệu vải quá thô và cứng, mang rất đau chân. không đi được",1,,,,,,,,,,,,,,,,,,,,,,,,
Bề ngoài thì nhìn được . bên trong không hiểu sao mà 1 đôi giày lại lót như vậy,1,,,,,,,,,,,,,,,,,,,,,,,,
Hàng không giống như shop giới thiệu nha. lỗi đế giày nữa . thất vọng,1,,,,,,,,,,,,,,,,,,,,,,,,
"Shop làm ăn bố láo, đặt một đằng gửi hàng 1 kiểu , lừa đảo, cho 1 sao",1,,,,,,,,,,,,,,,,,,,,,,,,
"Mình lấy tay xỏ vào thấy trong giày có 1 cái vật nhọn nhỏ như kiểu thép bị nhô ra, không thể cắt nó ra khỏi đế giầy được, cái này đi nhiều đau chân chết ",1,,,,,,,,,,,,,,,,,,,,,,,,
Size 37 mà bé như 36 không mang vừa.mình đã chat với shop bảo giao sọc bạc lại giao sọc trắng.,1,,,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm rẻ tiền. hàng hơi si đa tróc keo qua một lần mang. tiền nào của nấy,1,,,,,,,,,,,,,,,,,,,,,,,,
"Màu y hình, nhưng hàng chỗ nút gài bì sùi ra không gắn được. qúa thất vọng",1,,,,,,,,,,,,,,,,,,,,,,,,
"Tệ hại tệ hại , mang không được đâu đừng dại mà mua nghe mọi người",1,,,,,,,,,,,,,,,,,,,,,,,,
Đặt size 30 giao size lớn hơn. không hài lòng,1,,,,,,,,,,,,,,,,,,,,,,,,
Thiếu 1 dây giày cơ ?,1,,,,,,,,,,,,,,,,,,,,,,,,
1 chiếc có 1 dây giày còn chiếc kia lại không có,1,,,,,,,,,,,,,,,,,,,,,,,,
Không vừa,1,,,,,,,,,,,,,,,,,,,,,,,,
Tại vì giày có tên mesi trong khi trên ảnh không có,1,,,,,,,,,,,,,,,,,,,,,,,,
Kém,1,,,,,,,,,,,,,,,,,,,,,,,,
Chán,1,,,,,,,,,,,,,,,,,,,,,,,,
Màu không như hình hình thức không như quảng cáo,1,,,,,,,,,,,,,,,,,,,,,,,,
Tạm thui,1,,,,,,,,,,,,,,,,,,,,,,,,
Size áo không chuẩn. size XL (đặt sau) như size L (đặt trước),1,liaia cảm ơn anh/ chị vì đã ghé thăm và mua hàng của shop. rất cảm kích vì anh chị đã để lại đánh giá quý báu và cũng vô cùng xin lỗi vì những trải nghiệm chưa tốt khi mua hàng. litaia mong muốn được tiếp tục trao đổi trực tiếp với anh chị thêm về vấn đề này để có thể làm hài lòng anh/chị. bên em đã inbox cho anh/chị và hi vọng nhận được phản hồi của anh/chị trong hộp thư shope ạ.,,,,,,,,,,,,,,,,,,,,,,,
