khach_cmt,rating,shop_phan_hoi,,,,,,,,,,,,,,,,,,,,,,,
"vải xấu, còn lại đúng hết như hình. biết là đồ ít tiền không đòi hỏi được nhưng biết quần như này thà không mua",1,"không biết anh có đọc "" mô tả sản phẩm không ạ"" bên em bán hàng"" đũi"" nha anh, mua gì đọc mô tả sản phầm dùm ạ",,,,,,,,,,,,,,,,,,,,,,,
"chất lượng kém , không cho kiểm tra hàng , không có uy tín",1,"? hàng shope mà anh, hàng shop là đũi chuẩn anh nhé, anh đọc mô tả sản phẩm đi ạ, shop không uy tín thì không bán đến ngày hôm nay đâu ạ, mình xem lại đi ạ",,,,,,,,,,,,,,,,,,,,,,,
"quần quá xấu, không giống với hình không đáng với giá tiền đó thất vọng",1,"nếu cảm thấy không đáng tiền mình bấm trả hàng giúp em anh nhé, anh thử ra chợ mua 1m vải đủi xem bao tiền rồi hãy nói nó có đáng tiền không ạ, tiền vải và tiền công chưa chắc anh đã có 1 cái quần đó đâu.còn không giống hình ở điểm nào anh chỉ ra luôn để người sau mua biết mà tránh anh ạ.",,,,,,,,,,,,,,,,,,,,,,,
quần rất mỏng và cứng ,1,? bấm trả hàng shope không duyệt cho xong đi nói buồn cười thế anh ? ,,,,,,,,,,,,,,,,,,,,,,,
shop làm ăn chán,1,"chào anh ạ, mong anh cung cấp video bóc hàng ạ. shop khẳng định hàng shop mà rách như này thì lúc sắp hàng cũng thấy được anh ạ. chứ nhìn nó rách thế kia lúc gấp hàng với sắp trả lẻ lại không thấy mà gửi đi. mong anh phản hồi bằng video ạ, shop cảm ơn!",,,,,,,,,,,,,,,,,,,,,,,
shop làm ăn chán gửi sai mẫu hàng với màu.,1,"thành thật xin lỗi anh ạ. bên em có tuyển một bạn thời vụ, bạn ý đóng nhầm mất mấy đơn. bên em có liên hệ qua tin nhắn để hỗ trợ anh đổi lại đúng mẫu đấy ạ. cảm ơn anh đã đánh giá để shop hoàn thiện hơn ạ. chúc anh ngày tốt lành. cảm ơn anh nhiều!",,,,,,,,,,,,,,,,,,,,,,,
"khá mỏng, đặt màu đen shop giao màu xám",1,"thành thật xin lỗi anh ạ. bên em có tuyển một bạn thời vụ, bạn ý đóng nhầm mất mấy đơn. bên em có liên hệ qua tin nhắn để hỗ trợ anh đổi lại đúng mẫu đấy ạ. cảm ơn anh đã đánh giá để shop hoàn thiện hơn ạ. chúc anh ngày tốt lành. cảm ơn anh nhiều!",,,,,,,,,,,,,,,,,,,,,,,
hàng chất lượng vải kém,1,"dạ xin lỗi anh nếu hàng làm anh không hài lòng ạ, bên shop bán chất đũi có ghi rõ ở mô tả và tên shop ạ, mong anh có thẻ tìm hiểu lại chất đũi ạ ",,,,,,,,,,,,,,,,,,,,,,,
không giao đúng màu,1,"thành thật xin lỗi anh ạ. bên em có tuyển một bạn thời vụ, bạn ý đóng nhầm mất mấy đơn. bên em có liên hệ qua tin nhắn để hỗ trợ anh đổi lại đúng mẫu đấy ạ. cảm ơn anh đã đánh giá để shop hoàn thiện hơn ạ. chúc anh ngày tốt lành. cảm ơn anh nhiều!",,,,,,,,,,,,,,,,,,,,,,,
không đúng màu,1,"dạ không biết anh nhận được màu gì thế ạ, em có báo kho check lại camera thì đã đóng đúng màu đen cho anh rồi ạ, anh xem lại giúp em bên em có gửi cả video cho anh rồi đấy ạ, mong anh giải thích rõ giúp em , cảm ơn !",,,,,,,,,,,,,,,,,,,,,,,
quần nhăn,1,"dạ a ơi quần gấp trong túi bóng vận chuyển thì sao phẳng được ạ , hơn nữa a có tìm hiểu về chất đũi trước khi mua không ạ . chất đũi thì sẽ bị nhăn ạ , a đồng ý muốn mua đũi về mặc mà không tìm hiểu kĩrồicho shop 1 sao nhắn tinin nhắn quá tội cho shop đấy ạ ?",,,,,,,,,,,,,,,,,,,,,,,
kém,1,"dạ em chào anh ạ, không biết lý do vì sao anh cho shop 1 sao thế ạ, anh có thể góp ý thêm để shop hoàn thiện hơn ạ, em cảm ơn anh nhiều ạ!",,,,,,,,,,,,,,,,,,,,,,,
quần may quá tệ chưa mặc mà chỉ đã sổ tùm lum,1,"dạ thành thật xin lỗi anh vì có trãi nghiệm không tốt về sản phẩm ạ, anh có thể cho shop xin thêm hình ảnh về sản phẩm mà anh nói lỗi được không ạ,. nếu thật sự lỗi bên em luôn hết mình hỗ trợ anh đổi trả sản phẩm ạ, cảm ơn anh!",,,,,,,,,,,,,,,,,,,,,,,
không đúng mô tả cân mình 80kg mặc chật,1,"? anh có làm sao không anh, anh mua đến 2 lần bên shop cùng 1 sản phẩm mà lần trước còn mua size bé hơn kêu rộng, lần này mua size lớn hơn kêu không vừa  ",,,,,,,,,,,,,,,,,,,,,,,
chất lượng tồi,1,"dạ, lần đâu em cũng thấy khách như anh luôn ạ, nhắn tin kêu shop gửi không đúng hàng, shop hỏi anh không đúng ở đâu thì anh cứ nói ""không đúng ý "". báo không thích bấm trả hàng thì kêu shop làm ăn như này như nọ. thế không biết như nào cho vừa lòng anh. mong anh sống có văn hóa khi trò chuyện ạ, cảm ơn anh nhiều!",,,,,,,,,,,,,,,,,,,,,,,
sản phẩm không giống như hình hàng pake,1,"thành thật xin lỗi anh nếu có trãi nghiệm chưa tốt về sản phẩm của shop ạ. anh có thể nói rõ điểm nào không giống hình giúp em , chứ bên shop khẳng định sản phẩm 100% giống hình ạ. nên mình nói gì cho shop xin chi tiết hình ảnh luôn ạ, bên em có nhắn tin cho mình 2 ngày rồi chưa thấy mình phản hồi, mong nhận được phản hồi từ anh để shop có thể cải thiện hơn a. cảm ơn!",,,,,,,,,,,,,,,,,,,,,,,
"sản phẩm chật, quá ngắn, không đúng theo size",1,"dạ không biết anh chiều cao và cân nặng như nào mà mặc không vừa ạ, shop có liên hệ anh mà không được mong anh phản hồi để shop hỗ trợ anh ạ, em cảm ơn ạ!",,,,,,,,,,,,,,,,,,,,,,,
sai màu,1,"thành thật xin lỗi anh nếu shop gửi sai màu cho anh ạ, mình có thể chụp gửi lại màu giúp em được không ạ, shop có nhắn tin mà không thấy anh trả lời ạ?",,,,,,,,,,,,,,,,,,,,,,,
quần form không đẹp nhăn nheo ship chậm,1,"dạ, hàng chậm là do bên vận chuyển chứ không liên quan đến shop ạ, còn hàng bên em bán giống hình mình có thể mặc và chụp lên from cho các khách khác kiểm chứng ạ,. em cảm ơn!",,,,,,,,,,,,,,,,,,,,,,,
tệ ,1,"dạ , không biết sản phẩm có vấn đề gì mình có thể góp ý để shop hoàn thiện ạ, shop cảm ơn anh ạ!",,,,,,,,,,,,,,,,,,,,,,,
quần màu rất xấu,1,"? shop bán đúng màu như ảnh ạ, còn nếu mình không thích màu mình có thể không chọn mà anh >",,,,,,,,,,,,,,,,,,,,,,,
quần hơi chật,1,dạ a ơi hàng chật a có thể liên hệ shop để shop hỗ trợ đổi size cho a ạ . ,,,,,,,,,,,,,,,,,,,,,,,
chất vải kém quần hơi ngắn,1,"không biết anh chiều cao như nào mà mặc bị ngắn ạ, nếu mình cao quá có thể ib shop trước để được tư vấn ạ, còn hàng của shop bán hàng đũi shop cũng có nêu rõ ở phần mô tả mình ưng thì mình mua không ưng thì đừng mua mất công lắm ạ. shop cảm ơn !",,,,,,,,,,,,,,,,,,,,,,,
dù gửi đúng hàng nhưng lúc mặc vào trông rất xấu,1,"? shop đúng hàng đúng mẫu, đúng from dáng , anh mặc xấu thì liên quan gì đến sản phẩm của shop anh , anh đánh giá công tâm 1 chút anh nhé.",,,,,,,,,,,,,,,,,,,,,,,
mua 2xl shop lấy cho xl,1,"^ size 2xl với xl là cùng 1 size mà anh? anh có thể cho 1 sao cái lý do gì nó thuyết phục hơn không ạ , haz",,,,,,,,,,,,,,,,,,,,,,,
chất vải hơi xấu,1,"em xin các anh chị đấy, shop bán hàng "" đũi "" anh chị ơi, mình đọc mô tả sản phẩm đi ạ, ai biết chất ưng thì hãy mua ạ, chứ không đọc xong về lại cho 1 sao tội shop lắm ạ, mong anh chị đọc và hiểu trước khi mua 1 sản phẩm nào đấy ạ, shop rất cảm ơn ạ!",,,,,,,,,,,,,,,,,,,,,,,
sản phẩm quá tệ,1,"không biết sản phẩm bên shop có vấn đề gì mà a cho shop 1 sao vậy ạ, nếu hàng có vẫn đề hoặc cách phục vụ của shop chưa được chu đáo mình góp ý để shop hoàn thiện hơn ạ. shop cảm ơn ạ",,,,,,,,,,,,,,,,,,,,,,,
tệ,1,"dạ không biết sản phẩm của shop có vấn đề gì mà để mình đánh giá shop 1 sao thế ạ, nếu có điểm nào chưa hài lòng mình có thể góp ý để shop hoàn thiện sản phẩm và phát triển hơn ạ, shop cảm ơn !",,,,,,,,,,,,,,,,,,,,,,,
sai màu. vải xấu,1,"dạ thành thật xin lỗi anh ạ, 2 màu trong tối nó hơi giống nhau, shop đóng chiều tối nên có thể đóng nhầm ạ, hàng nếu nhầm mình có thể ib để shop hỗ trợ đổi ạ, shop cảm ơn ạ",,,,,,,,,,,,,,,,,,,,,,,
không hài lòng lắm,1,"thành thật xin lỗi anh nếu hàng có vấn đề hoặc trong thời gian tết vừa rồi shop phục vụ chưa được chu đáo dẫn đến sự không hài lòng của quý khách ạ. mong anh góp ý để shop hoàn thiện hơn a, shop cảm ơn ạ!",,,,,,,,,,,,,,,,,,,,,,,
đổi hàng quá rắc rối,1,"? anh chưa hỏi shop câu nào mà kêu rắc rối , tư vấn cũng không hỏi, đổi cũng không hỏi kêu rắc rối , anh tự biên tự diễn ạ?",,,,,,,,,,,,,,,,,,,,,,,
"nhìn trên shop thì đẹp , mua về mới chán",1,"anh có thể góp ý rõ vấn đề giúp shop được không ạ, bên em bán hàng "" đũi"" mong quý anh chị mua hàng đọc mô tả sản phẩm giúp em nhé!",,,,,,,,,,,,,,,,,,,,,,,
sản phẩm không giống ảnh vải mỏng ,1,"haz, anh ơi điểm nào của sản phẩm không đúng anh có thể chỉ ra giúp em ạ, còn vải là hàng vải ""đũi"" mình vui lòng đọc mô tả trước khi mua để tránh việc ảnh hưởng đến shop anh ạ?",,,,,,,,,,,,,,,,,,,,,,,
kém chất lượng,1,dạ không biết sản phẩm có vấn đề ở điểm nào a có thể nói dõ để shop có thể giúp kinh nghiệm và cải thiện mk hơn ạ ,,,,,,,,,,,,,,,,,,,,,,,
hàng lỗi,1,"xin lỗi anh nếu hàng bị lỗi, anh ib để shop hỗ trợ cho anh ạ, shop cảm ơn !",,,,,,,,,,,,,,,,,,,,,,,
không bằng quần 50 nghìn ngoài chợ ,1,"thế mình ra chợ mua giúp em đi ạ, 50k còn chưa đủ tiền mua vải chả hiểu kiểu gì. mua hàng đủi biết thì hãy mua không biết thì đừng mua ảnh hưởng đến người khác. đọc mô tả trươc khi mua anh trai nhé",,,,,,,,,,,,,,,,,,,,,,,
xấu,1,"anh cảm thấy xấu không mặc đươc thì trả cho shop anh ạ. ? hàng thì như hình , chất thì shop cũng để ở phần mô tả rồi, mình nên đọc trước khi mua để tránh có những đánh giá tiêu cực như này",,,,,,,,,,,,,,,,,,,,,,,
mua 33 chật bảo shop đổi shop lại đổi cho cái size 33 khác nhắn tin lại không trả lời túi quần thì thủng chán ,1,"dạ, cảm ơn anh đã ủng hộ. shop báo gửi size 34 cho anh rồi mà. hic hic",,,,,,,,,,,,,,,,,,,,,,,
vải xấu,1,,,,,,,,,,,,,,,,,,,,,,,,
vải mỏng vài hôm túi rách,1,dạ anh check tin nhắn shop đổi cho mình nha!,,,,,,,,,,,,,,,,,,,,,,,
sản phẩm quá kém mong mọi người đừng mua tôi đã mua lên biết trong ảnh khác giao hàng tới khác chất lượng quá  tồi không còn gì để nói,1,,,,,,,,,,,,,,,,,,,,,,,,
không giống như hình,1,,,,,,,,,,,,,,,,,,,,,,,,
"hàng chẳng giống như ảnh nha mọi người,với số tiền như thế cũng nên mua",1,,,,,,,,,,,,,,,,,,,,,,,,
vì sản phẩm quá chật còn co giãn nữa nên  không thể mang được mặc dù mình đã lấy theo size trong bảng sai đúng 100%,1,,,,,,,,,,,,,,,,,,,,,,,,
đường chỉ chân quần quá xấu form chữ quá to không như trong ảnh,1,,,,,,,,,,,,,,,,,,,,,,,,
hàng như cứt tao lấy size 29 nó lấy size 30 cho rộng đéo tả được anh em đừng mua ,1,,,,,,,,,,,,,,,,,,,,,,,,
gà,1,,,,,,,,,,,,,,,,,,,,,,,,
form quá bé phản hồi chát kém,1,,,,,,,,,,,,,,,,,,,,,,,,
xấu quá,1,,,,,,,,,,,,,,,,,,,,,,,,
"giao sai hàng, quần bên phải giao sai. quần giao sai nhìn rất là bẩn, rất là cũ phải nói là rất ghê luôn á. mình có nhắn cho shop, shop kêu mình hoàn trả nhưng việc hoàn trả hàng trên shoppe rất bất tiện nên mình đã không hoàn trả. mình sẽ cho shop 1 sao để shop chú ý hơn trong việc chuẩn bị hàng cho khách",1,,,,,,,,,,,,,,,,,,,,,,,,
hàng mua 1 đường giao một nẻo  lần sau không dám ghé lần 2 nha shop . goodbye,1,"đánh giá mang ý nghĩa dìm hàng nhiều hơn, ứng xử văn minh đánh giá 1 con người khác. mặc dù hết mình với ngàn người nhưng không thể không bỏ xót được 1 vài ng",,,,,,,,,,,,,,,,,,,,,,,
"shop giao sai mẫu quần nhé không mặc được nhưng vẫn nhận mà shop còn thích đôi co , giao hang nhanh nên 2 sao thôi , mua về làm dẻ lau tạm cũng được mọi người ơi ",1,"nhờ b up kèm mẫu cho khách xem đối chứng, 1 chiếc quần giá không tới 120k ship tận giường qua trao đổi shop thấy đã giao đúng mẫu đúng size. chỉ 1 câu không thích muốn đánh giá sao thì đánh giá, lấy làm giẻ lau? thì đã đủ hiểu khách nhắn tinin nhắn rồi. nói được làm được nhớ.",,,,,,,,,,,,,,,,,,,,,,,
quần vải thì mỏng. màu thì bị lem. em đặt zise 32 mà cứ ngỡ như 29 không á. yêu cầu đổi hàng thì cũng không được luôn. quá tệ,1,"b không trả được thì b muốn nói sao nói thôi chứ quần jean mà b bảo mỏng thì cũng xin thua, size 32 mà bảo như 29 thì càng lất cất  b nói muốn đổi trả shop đã bảo b bấm hoàn hàng dùm b không làm theo, hàng b cũng không chịu gửi lại shop đổi gì cho b được mà đổi.",,,,,,,,,,,,,,,,,,,,,,,
"đừng nên mua, đặt quần này shop giao quần khác làm ăn dị là chết rồi",1,như vậy gói nhầm mã sản phẩm thôi. shop cho ng lấy lại hàng lại đổi còn không chịu nữa  mua hàng dị là chết rồi.,,,,,,,,,,,,,,,,,,,,,,,
quá tệ cho một sản phẩm. đây quần bị dính thuốc tẩy trắng xoá cả một vùng mà vẫn để vậy giao cho khách hàng. tua quần quá xấu xấu thậm tệ. khuyên mọi người đừng nên mua để rồi phải hối hận,1,"hàng lỗi thì báo shop đổi nha, mua ở shope thì không mất phí, chứ còn mà nói kiểu như bạn chắc mấy ngàn quần shop đã bán đều xấu thậm tệ vậy hả  nhìn kiểu đánh giá là biết con nít rồi",,,,,,,,,,,,,,,,,,,,,,,
có vẻ shop bán được nhiều nên cách nói chuyện cũng bán đi đâu rồi nhỉ. cách nói chuyện khó ưa vl.,1,vớt vát vài đơn now cuối năm gặp ngay quả cùi bắp này 😁,,,,,,,,,,,,,,,,,,,,,,,
"shop bán đồ quá tệ shop ơi, bị bung chỉ, rồi còn bị rách mà rách do sản phẩm hư chứ không phải kiểu rách người ta làm kiểu nữa. đăng hình này mà lấy quần khác bán, khác với hình đăng. buôn bán kì quá ",1,"b chụp sản phẩm lên giúp nhé, nói không k vậy không được, shop sẵn sàng đổi hàng miễn phí hoặc b đổi trả thoải mái, sho.pe có trả hàng hoàn tiền mà. b không liên hệ shop giải quyết mà đi đánh giá như vậy b cũng được lợi gì đâu, shop lh bạn rồi đó.",,,,,,,,,,,,,,,,,,,,,,,
hàng rẻ chất lượng kém.,1,"nói kiểu ngang ngược nhỉ, mua được giá có trăm ngàn đòi quần như giá 3,4 trăm ngàn ",,,,,,,,,,,,,,,,,,,,,,,
như cứt,1,,,,,,,,,,,,,,,,,,,,,,,,
giao không đúng hàng. không chịu đổi trả,1,"bạn này y/c trả hàng hoàn tiền nhưng không chịu gửi hàng lại cho shop mà đòi hoàn tiền, muốn ăn không của ng khác không được đâu b ơi ",,,,,,,,,,,,,,,,,,,,,,,
màu không giống với thực tế.quá thất vọng,1,"up cái ảnh so sánh khác chỗ nào lên nha, 1979 shop bán không có hàng giao khách, hơi bị đẹp đó. màu không giống thì lấy gì bán được hàng. chơi xấu nó vừa thôi",,,,,,,,,,,,,,,,,,,,,,,
giao không đúng sản phẩm,1,"b xem lại mã hàng b đặt kìa, đặt cái nào shop giao cái đó.",,,,,,,,,,,,,,,,,,,,,,,
không đúng như hình,1,"để nghị mua hàng thì có văn minh nhé, shop luôn giao đúng mẫu và cho đổi trả vô tư. không đúng như nào thì phải có bằng nha nha",,,,,,,,,,,,,,,,,,,,,,,
tết mới mở ra để mặc thì thấy nguyên vết rách to chà bá chán chả thèm đánh giá. đã thế chất quần kaki không phải loại 1 như trên mô tả mua 2 lần cái quần khác nhau toàn bị lỗi anh em với shop khô gà à,1,shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
tệ,1,cảm ơn anh/chị j*7 vì đã mua hàng và ủng hộ shop. chúc anh/chị có nhiều sức khỏe và may mắn ạ <3 hi vọng sớm được phục vụ anh/chị tiếp trong tương lai. from n7 with luv <3,,,,,,,,,,,,,,,,,,,,,,,
quần chất lượng chán quá đi haiz quá thất vọng,1,n7 oficial rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
"cái quần đúng trò đùa, hai bên ống quần không đều mua sale nên thôi không trả nhưng bỏ 200k ra mua, thì anh em nên suy nghĩ, và hàng ship lâu kinh 9 ngày",1,shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ. cảm ơn bạn đã ủng hộ shop <3,,,,,,,,,,,,,,,,,,,,,,,
chất vải không co giãn cứng thô không giống như mọi lần ,1,,,,,,,,,,,,,,,,,,,,,,,,
"mình vừa mặc hôm đầu tiên đã bị, mà quần rộng không bị chật hôm đầu tiên mua về thì không để í nhưng hôm nay thì phát hiện quần bị như này. vải thì chưa đã xấu rồi.",1,cảm ơn anh/chị lananhqnmemay vì đã mua hàng và ủng hộ shop. chúc anh/chị có nhiều sức khỏe và may mắn ạ <3 hi vọng sớm được phục vụ anh/chị tiếp trong tương lai. from n7 with luv <3,,,,,,,,,,,,,,,,,,,,,,,
đơn giản vì lỗi đường may hỏi shop không thấy bảo sao,1,cảm ơn anh/chị thangthum vì đã mua hàng và ủng hộ shop. chúc anh/chị có nhiều sức khỏe và may mắn ạ <3 hi vọng sớm được phục vụ anh/chị tiếp trong tương lai. from n7 with luv <3,,,,,,,,,,,,,,,,,,,,,,,
"giao sai hàng, đặt be 2xl lại giao be l. làm ăn không chuyên nghiệp.",1,dạ chào bạn ạ. bạn đặt hộ bạn của mình bên mình cũng đã liên hệ bạn ý rồi ạ. bạn ý cũng không có vấn đề gì về đơn hàng bên mình gửi ạ. size số rất ok theo đơn ạ. hàng đơn bạn đặt 10/09 ngày 11/09 bạn đã nhận rất nhanh với ngày dịch như này rồi ạ. mọi thắc mắc của khách bên mình đều giả quyết và xử lý . mong bạn nếu có lần sau đơn có vấn đề gì thì bạn báo shop chứ đừng vội đánh giá như này tội shop lắm ạ. ,,,,,,,,,,,,,,,,,,,,,,,
size quá bé mình cao chưa được m7 mà mua xl theo bảng size vẫn không vừa phải mất thêm 30k tiền ship để đổi size mà sao cái đũng quần nó vẫn cứ ngắn ngắn,1,shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng đều được shop đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ. cảm ơn bạn đã ủng hộ shop <3,,,,,,,,,,,,,,,,,,,,,,,
sản phẩm lỗi phía bên trái quần rách haiz thật thất vọng về shop,1,n7 xin lỗi về trải nghiệm chưa tốt tại shop ạ. shop đã liên hệ và gửi đổi cho bạn ngay rồi ạ. cảm ơn bạn đã phản hồi shop ạ!,,,,,,,,,,,,,,,,,,,,,,,
quần chất xấu mặc 1 ngày  vải xù hết,1, shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
ai chuẩn bị mua thì mình khuyên không nên mua nha haz.hàng chán lắm.có sale cũng không đáng mua đâu tốn tiền lắm.quần thì size rất rộng luôn ạ.nói chung là vứt  shop không đổi hàng đâu lừa đấy,1,cảm ơn anh/chị đào thị hường vì đã mua hàng của shop. hi vọng anh/chị có thể cho shop ý kiến và đóng góp để việc mua hàng của mình trọn vẹn hơn ạ. anh chị vui lòng kiểm tra phần tin nhắn của shop nhé.,,,,,,,,,,,,,,,,,,,,,,,
lúc đầu mua về mình không để ý cho đến khi hôm nay mặc thấy rách,1,cảm ơn anh/chị đinh thị thảo vì đã mua hàng của shop. hi vọng anh/chị có thể cho shop ý kiến và đóng góp để việc mua hàng của mình trọn vẹn hơn ạ. anh chị vui lòng kiểm tra phần tin nhắn của shop nhé.,,,,,,,,,,,,,,,,,,,,,,,
"quần quá rộng , không giống hình, bị sổ chỉ.",1,n7 oficial rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
tệ,1,shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
chán,1,shop rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
rộng thùng thình,1,cảm ơn anh/chị sviphp2018a vì đã mua hàng và ủng hộ shop. chúc anh/chị có nhiều sức khỏe và may mắn ạ <3 hi vọng sớm được phục vụ anh/chị tiếp trong tương lai. from n7 with luv <3,,,,,,,,,,,,,,,,,,,,,,,
dù đã mua xl nhưng vẫn bị ngắn ,1,n7 oficial rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
hàng bị lỗi,1,n7 oficial rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
vải xấu lắm ạ ,1,n7 oficial rất xin lỗi bạn về trải nghiệm chưa tốt về sản phẩm ạ. mọi yêu cầu thắc mắc của khách hàng shop đều cố gắng đáp ứng ạ. shop đã nhắn tin cho bạn. mong bạn sớm phản hồi shop ạ.,,,,,,,,,,,,,,,,,,,,,,,
quần rách,1,cảm ơn anh/chị loi0102 vì đã mua hàng và ủng hộ shop. chúc anh/chị có nhiều sức khỏe và may mắn ạ <3 hi vọng sớm được phục vụ anh/chị tiếp trong tương lai. from n7 with luv <3,,,,,,,,,,,,,,,,,,,,,,,
chán lắm.size rộng  làm ăn không được,1,cảm ơn anh/chị nguyễn quang thành vì đã mua hàng của shop. hi vọng anh/chị có thể cho shop ý kiến và đóng góp để việc mua hàng của mình trọn vẹn hơn ạ. anh chị vui lòng kiểm tra phần tin nhắn của shop nhé.,,,,,,,,,,,,,,,,,,,,,,,
chất lượng tệ quá,1,cảm ơn anh/chị nguyễn hải vì đã mua hàng của shop. hi vọng anh/chị có thể cho shop ý kiến và đóng góp để việc mua hàng của mình trọn vẹn hơn ạ. anh chị vui lòng kiểm tra phần tin nhắn của shop nhé.,,,,,,,,,,,,,,,,,,,,,,,
form dáng thì ok.nhưng vải quá tệ.giặt 1-2 lần là đã xù rồi. rất tiếc phải cho 1 sao và tạm biệt shop ,1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
"lần này là lần mua thứ 2. nhưng rất thất vọng ở lần này. đặt 2 quần size 34 mà lại giao 1 cái size 33, nhắn tin phản hồi thì không trả lời",1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
"shop giao nhầm màu,xong bảo chỉ về có màu đó,chán shop từ sau không mua thêm",1,"chào bạn, nhận đánh giá của bạn thì quanaunamọi ngườipv có liên hệ bạn ngay để hỗ trợ, nhưng chưa thấy bạn phản hồi nếu sản phẩm bên mình có điều gì khiến bạn không hài lòng thì quanaunamọi ngườipv thành thật xin lỗi. và mong bạn phản hồi để quanaunamọi ngườipv giải quyết vấn đề bạn đang mắc phải ạ. cảm ơn và 1 lần nữa xin lỗi bạn ạ. chúc bạn 1 ngày vui vẻ ❤",,,,,,,,,,,,,,,,,,,,,,,
hàng kém chất lượng may lỗi chưa mặc đã bung chỉ không khác gì hàng mã mọi người không nên mua,1,"quanaunamọi ngườipv thành thật cảm ơn bạn vì đã dành thời gian để đánh giá cho chúng mình nhé ^. đánh giá này của bạn đã tiếp thêm động lực để tập thể nhà quanaunamọi ngườipv phấn đấu hoàn thiện hơn từng ngày nhằm mang đến những dịch vụ và trải nghiệm mua sắm tuyệt vời nhất cho quý khách hàng như bạn đó ạ ❤. rất mong quanaunamọi ngườipv sẽ luôn là lựa chọn để bạn dành thời gian ghé thăm trong thời gian tới, nếu ưng ý sản phẩm nào hãy để quanaunamọi ngườipv được tư vấn cho bạn ngay nha. chân thành cảm ơn, chúc bạn luôn vui vẻ và gặp nhiều may mắn ạ ^",,,,,,,,,,,,,,,,,,,,,,,
