khach_cmt,rating
chất lượng rất chán. size vớ vẩn. mình chuyển đi size 37 đã lấy lên 1 size 38 rồi mà vẫn chật,2
"shop không kiểm tra hàng trước khi giao hàng cho khách hả, giày dính keo 502 cứng vải là sao. phải chi mà kiểm tra được  hàng trước thanh toán thì tôi cho hàng quay đầu ngay",2
size 43 gì mà như 41 vậy,2
giày mình mang size 43 vừa mà mua trên shop nó rộng hơn không mang được luôn,2
giao hàng không nhiệt tình.không chủ động liên hệ giao hàng,2
shop giao cho mình nhầm màu giày,2
size bé tí không ních vào được,2
hàng không giống hình,2
"hàng không đẹp như mình tưởng, tiền nào của đó",2
thiếu dây giày,2
chỉ giày bung,2
cỡ 39 mà rộng như 41,2
"nhiều chỉ thừa, hình in dưới quần không phải im mà dán nên rất dễ rơi",2
"chồng mình mặc size l mình trừ hao mua xl cho thoải mái, mà size giao xl gì mà mặc vào không vừa, mình mua 2 bộ, quần shop giao chắc chỉ tầm size m thôi, nhìn nhỏ xíu à",2
áo đẹp nhưng quần thì dỏm quá. mặc được 1 lần thì đường chỉ ở lưng quần bung hết,2
"đã nhận được sản phẩm , giao hàng nhanh chóng , đóng gói cẩn thận , nhưng chỉ nhanh tuột",2
không biết nói nhắn tin hết. vì anh mình  nhưng thấy vải mềm mát nè mang được mấy bữa sổ chỉ,2
sản phẩm bé so với size nhiều với cả lúc giặt lên mùi hôi rất khó chịu nha mọi người,2
áo giặt ra màu kinh khủng luôn . giặt 4-5 lần vẫn bị ra màu.,2
tuy là giá rẻ nhưng áo mỏng lắm. mặc dễ bị lộ một chút. chất mát nhẹ nhưng dễ bị  phai màu. phần ngực nở hơn phần bụng thì mặc mẫu mới đẹp. còn chất lượng dịch vụ thì đánh 5 sao,2
mặc chưa được một ngày thì bung chỉ. chất liệu thì vải thì ok,2
giá bình thường đã ổn giảm giá tiền nào của đó nên cũng không trông mong gì nhiều mà so với hình thì hơi thất vọng một chút. áo vải ok quần vải hơi cứng chút,2
mua hai bộ chung size mà áo nhỏ áo bự,2
đường may lỗi. quá tệ,2
vải ok nhưng nhãn mác thì quá dỏm dán mà mới lấy hàng thấy nhãn mác bung ra hết nhưng bù lại vải thì vẫn tạm chấp nhận được,2
đặt màu đen mà shop giao màu xanh đen bó tay. chất lượng thì vừa túi tiền.,2
"ban đầu nhìn nhiều người mua nên cũng đặt cho bạn mình, do dịch nên giao khá lâu mình cũng không có ý kiến nhưng đơn của mình hoàn xu và mình đã nhận được hàng từ trong tháng 8 đầu tháng 9 rồi nhưng đến bây giờ mới được shop duyệt là đã nhận được hàng. bạn mình nói vải khá mỏng cám ơn shop.",2
sản phẩm không đúng như hình hàng loại 3 mọi người cân nhắc kĩ trước khi mua đóng gói thì rất ok,2
"chất lượng kém, đường chỉ bị bỏ mũi 2-3 chỗ",2
"áo thủng, chán",2
chỉ quần rất tệ mặc bung hết logo in giặc vài lần sẽ bong,2
bỏ cáp rùi mới thấy lỗi,2
mình cũng không khó tính lắm nhưng mình đặt màu này shop lại giao màu khác hoàn toàn không giống trên ảnh.,2
quần to áo nhỏ,2
mua size 2xl mà shop giao size l không mặc được,2
quần vải không tốt như áo dễ rách,2
hàng mới nhận mà chỉ bị tuột tùm lum,2
không thích chất vải quần .,2
shop giao nhầm size,2
cái quần nó gớm,2
quần mua về bị rách,2
quần kém.,2
"giày cũng tạm mà đi đau chân lắm hàng về thì méo mó đóng gói không cẩn thận, không thích lắm",2
"giao hàng chậm. giày ổn nhưng mẫu giày lớn, mình nhắn hỏi tư vấn size nhưng shop không trả lời, đợi mãi nên mình đặt theo size của mình. đến lúc nhận thì quá rộng, mình nhắn với shop để đổi size nhưng shop nói không nhận được tin nhắn hỏi size. giờ mình muốn đổi,chịu phí nhưng đợi mà shop chẳng trả lời",2
đặt 6 đôi mà shop gửi 5 đôi. do mình thanh toán trước và dịch bệnh công ty cấm mua bán ship hàng nên mình đã nhờ shipper bóc trong sự chứng kiến của mình nên phía shipper không vấn đề gì. là do shop giao thiếu. mình không chụp hóa đơn và đã thanh toán trước nên mình cũng không đòi giao bù. mong shop làm ăn cẩn thận hơn.,2
"đã nhận được nhưng không lắm vì 1 bên bị lệch không cân với bên còn lại, đã vậy gót đế không được dính keo cẩn thận bị hở ra hết",2
đôi của mình bị hở nhắn tin. shop có lùi size nhưng mà mình mua lùi 1 size thì bị chật mấy đầu ngón đi lâu có khi bầm chân luôn ấy. hơi thất vọng vì shop không cho đổi size. trả lời tin nhắn hơi lâu.,2
"trả lời tư vấn khách chậm, giao không đúng size mình đặt hàng, hỗ trợ đổi size cho mình quá chậm, trong khi mình cần dùng gấp, đã 2 ngày rồi mình chưa thấy phản hồi gì từ shop. lần đầu đặt hàng giày cao gót mà thật sự thất vọng. video chỉ mang tính chất nhận xu",2
đường kim mũi chỉ may ẩu tả đế giày thì dơ đóng gói cũng không chắc chắc sẽ không có lần sau,2
"không biết mọi người mua sao chứ tôi mua thì trời ơi. mọi khi mang giày hay dép đều đi size 39 mang vừa y nhưng mua dép shop thì lại bị bí phần ngón, phần gót thì dư tận 3 phân. không đáng để mua",2
"dép đẹp , mỗi tội giao hàng lâu . nên mua nha",2
chán đời gửi giày cũ và giao lâu,2
"giày lỏng lẻo không ôm chân. phần xích ở mũi giày mỗi lần đi đều kêu không được chắn chắn, đế giày mỗi lần đi thì kêu cộc cộc, chưa dám mang để đi chơi phát nào. mang size 35 bé nhất rồi mà mẫu rộng như 37. không bao giờ quay lại mua giày này.",2
hàng mới nhận được mở ra xem đã bị xước như thế này rồi. mình đang bảo shop hoàn trả lại không biết như nào,2
chuẩn bị hàng thì lâu. gửi tới thái bình thì hàng bị mất hút luôn. mình bấm nhận hàng để đánh giá cho mọi người biết shop làm ăn không ra làm sao. đừng mua nếu không muốn bị như mình. cảm ơn,2
giao đôi giày thì chờ nửa tháng hối lên giục xuống shop mới giao . mua hàng mà như đi xin xỏ vậy ấy. khổ . giao hàng cực lâu. còn giày thì tạm ổn. mẫu không ôm chân lắm.,2
đặt hàng trong nước mà 1 tháng mới nhận được. lúc giao hàng thì shop để mình hối 1-3 lần mớ chịu giao hàng cho đơn vị vận chuyển.,2
nhắn tin nhờ đổi size giày shop không trả lời . thái độ phục vụ kém,2
"giày rộng, không ôm chân, khuyên mọi người nên đặt lùi 1 size, đặt đúng size to quá không mang được  shop bảo kiểm tra tin nhắn hổ trợ đổi size nhưng lại bảo không đổi được nhắn tin không trả lời quá buồn á",2
vừa nhận bị như này.nhắn tin shop không trả lời.không ưng,2
"không biết phải mình đen hay không  chứ cùng size mà bên to bên bé ạ. dây lỏng nha mặc dù mức nhỏ nhất, lỗ để xiên còn bắn lệch ạ. buồn thật sự",2
shop không uy tín .đặt size 38 gửi size 37 .nhắn tin thì mãi mới trả lời hời hợt rồi để đấy.không giải quyết.làm ăn vớ vẩn,2
"đế hở bung keo không biết đi có bung cái đế ra không nữa giao hàng khá lâu luôn vậy đó, chờ 1 thời gian xem sao đã",2
"sản phẩm rộng, nhắn tin với shop thì không trả lời",2
giày đẹp nhưng bị lỗi xù chỉ trên mặt giày,2
không biết mọi người nhận hàng nhắn tin nhưng hàng mình nhận là chất da chứ không phải lót lụa satin. giày mẫu rộng size 35 mà cứ như 37 nhìn thô. xem video shop thấy đẹp và rất mong chờ nhận hàng nhưng đến lúc nhận được thấy rất nản. chất không như quảng cáo.,2
"chất vải so với giá tiền thì ok nhưng size giày thật sự quá chán,độn trước độn sau rồi đi vẫn bị rộng kiểu khó đi",2
"nhìn ảnh xinh nhưng mang vào thì chân nhìn thô, phần cài quai dễ tuột chắc phải đi sửa",2
quần rách ống nha chỉ lỏng lẻo không biết mặc được bao lâu mất công đi mua lại phải đi sửa,2
quần đẹp mát nhưng đặt nhầm không muốn huỷ đơn nên nhắn tin cho shop giao xl rồi đồng ý mà vẫn đóng 2xl vừa rộng vừa dài phí quá đi mất,2
"quần dễ bị xù lông, xổ lông, đường chỉ may không chắc chắn, vải mỏng",2
"quần đẹp, dày dặn, đường may chắc chắn m chỉ không thích 1 điều, mình đặt hàng xong và 1 giờ sau con gái mình bảo mua được rồi, kiểm tra thấy hàng chưa giao ship nên mình hủy đơn dù đã trả tiền. shop không đồng ý hủy và đêm hôm sau mới giao ship (10 giờ đêm). nhìn chung mình thấy không thoải mái. mình vẫn nhận nhưng thấy shop cư xử không ổn",2
xem ảnh tự hiểu chất lượng sản phẩm thì ok thôi không cần phải nói gì thêm,2
quần chán quá. thấy mọi người khen mình đặt mà về mẫu rõ chán. to rộng trông rõ chán. chất cũng không hề đẹp.,2
shop làm ăn hơi chán đặt quần suông ba sọc mà shop lại giao quần bó ở cổ chân chán shop thật sự,2
lần thứ hai mua mà lần này quần bị lỗi mất rồi không không như lần trước chán quá,2
size l mà bé quá không đủ rộng và quá ngắn mong shop khắc phục điều này ạ,2
vải hơi mỏng ấy ạ. tiền nào của nấy,2
mới mặc được 1 lần đã bung chỉ viền,2
túi thì bẩn băng dính dán linh tinh. hơi chật so với những người 44 cân cao 1m58.video mang tính chất nhận xu,2
túi nhỏ quần hơi trật mình cao 1m70 mặc size l không được thoải mái lắm túi về đã hỏng séc,2
"vỏ dán size xl mà mở ra size l vải thì mỏng hơn so với cái trước cao 1m77 mà mặc ngắn đến mắt cá, thấy cái thứ nhất đẹp nên mới mua cái thứ 2 định cho 1 sao thấy thất vọng thật sự mong shop chú ý",2
quần mỏng mặc vào như cái quần ngủ vậy các bạn nam đừng mua phí tiền,2
hàng ổn dù giao nhầm size nhưng shipper không thân thiện lắm,2
chưa coi hàng nên chưa biết đồ ra sao. xin shop huỷ đơn vì vừa chuyển nhà nên quên đổi địa chỉ. shop từ chối yêu cầu huỷ đơn. làm thấp thỏm nhiều ngày để nhờ người nhận giùm. thời gian giao hàng khá lâu.,2
"mình nặng 49kg mua size l rõ ràng là sẽ to hơn nhưng không,  mang về bó sát chân vừa xấu vừa tệ , chất vải không như mong đợi , vải xấu , mẫu dáng tệ , không phù hợp với giá tiền",2
quần mới mặc có 1 tí mà gần rách,2
hàng thì cũng ok đấy nhưng làm ăn bất lương kiểu này thì sớm đóng quán thôi,2
"1 chiếc sọc trắng đẹp, 1 cái đen chỉ khâu rất xấu và bục mấy lỗ nhỏ chỗ gần đường may",2
quần hơi mỏng xíu,2
đặt ống con giao hàng thì ống suông,2
túi quần bục và có nhiều chỉ thừa quá,2
giao hàng quá chậm,2
"rất nhiều chỉ thừa , khâu sơ sài",2
giao hàng kém,2
"quá tệ, làm ăn kiểu như vậy có ngày đóng cửa tiệm sớm",2
chất lượng vải quá mỏng,2
đặt quần size 2xl mà chỉ dài 93cm mặc hơi cộc.,2
chỉ may dễ bung giặt một lần đã bị xù,2
"chất nóng, bí.",2
vải mặt sau bị xù hết lông,2
giao hàng nhanh nhưng mùi sản phẩm rất nặng,2
như giẻ lau,2
đường may quá kém,2
"quần mỏng, mặc 1 hôm đã rách bật hết chỉ",2
"đặt size s mà shop giao size m, quá thất vọng",2
tiền nào của nấy cá nhân mình thì thích chất vải,2
size 2xl mà như size l vậy,2
đặt sọc trắng mà giao sọc đen,2
giao hàng lâu,2
chất cũng được nhưng mà khá dài,2
quần quảng cáo là co dãn cực tốt nhưng sau 2 tuần dùng phát hiện 1 cái bục chỉ(đã dùng) và còn nở 1 lỗ to kiểm tra mấy cái chưa mặc thì thêm 1 cái cũng bị bục. chán,2
"đóng gói đẹp. quần chất lượng. người bán nhiệt tình. nhưng đánh giá này là dành cho bên giao hàng ạ. giao hàng chậm lại còn tự ý báo cáo giao hàng thành công rồi mang hàng về, nếu khách không liên hệ chắc lấy luôn.",2
mới mặc được 2 lần đã rách,2
sản phẩm gửi đến không giống với quảng cáo. màu thì 2 màu. hộp thì cũng khác. giấy ghi cũng ghi sản phẩm lộ luôn. người khác nhận hộ không hay chút nào. sẽ không mua lại nữa,2
trên hình đẹp bao nhiêu nhận hàng rồi mới thấy hộp nó cũng không như hình mà màu quần nó cũng vậy luôn tưởng nó sẽ xinh lắm được cái giao hàng nhanh phết,2
"shop làm ăn thế này chán quá. đặt hàng sịp đùi, có lỗ thông hơi. nhưng đến lúc nhận quần thì sai mẫu. chán thật ấy. trước khi đặt hàng cũng có xem qua đánh giá nhưng đến lúc nhận hàng thì lại không như mong đợi. thất vọng",2
"quần sờ thấy chất mát, đẹp do đặt hộ và ship đến công ty nhiều người nên cần che tên và đã dặn shop 2 lần liền để shop ghi chú lại che tên hộ. mà đến lúc ship giao hàng xem thì không hề thấy che tên gì cả. nên mình cho shop 2 sao . thấy khó chịu",2
"siêu dởm không có gì chê hơn được nữa, thất vọng vì nộng nặc mùi cao su hết nói luôn",2
"quá buồn khi nhận được hàng, quần bị rách như này nè lần đầu mua mà hơi thất vọng",2
"mua 4 màu mà khi nhận có 2 màu, nhưng vẫn nhận cho shop.tư vấn size l nhưng mặc vẫn hơi chật.",2
"4 màu ? giao sai hàng đã vậy ship chậm, đóng gói chuẩn bị cũng chậm, sản phẩm vải mỏng sẽ không mua lần 2.",2
quần về khá ưng ý. nhưng ship đồ thì lâu quá. gần như 1 tuần mới có đồ. đợi mòn mỏi. mong shop khắc phục tình trạng này.,2
"hàng ok lắm anh em ạ, mong shop lần sau cho mình thêm voucher. để cho mọi người dễ chú ý tới sản phẩm",2
chất lượng cao hơn nhiều so với các bạn có thể tham khảo thêm về việc này,2
giao hàng nhanh nhưng 4 màu không hề giống với mô tả. mấy lỗ to quá anh em ai dám mặc,2
"vải cũng tạm thôi, size nhỏ hơn thông số shop đưa ra chỉ phù hợp với các bạn thân hình chuẩn. có bụng thì không vừa , nặng 75kg mặc size 3xl nhét được nữa mông thôi.",2
giao hàng size bé size lớn lung tung,2
đóng gói trông hơi phèn. cảm giác quần chất lượng không cao lắm .,2
hàng ok trong tầm giá. chọn đơn vị vận chuyển quá chán.,2
"đã nhận được hàng. hàng giao nhanh, mỗi tội vỏ hộp giao không đúng mô tả",2
sản phẩm đóng gói cẩn thận. nhưng giao hàng quá lâu cho 2 sao,2
ảnh không liên quan để lấy xu shop đóng gói không kĩ sơ sử dụng mua từ hà nội vận chuyển vào hồ chí minh mà đóng gói có tờ giấy lần sau sẽ không mua shop nữa,2
"4 chiếc mà shop đưa có 2 màu , nên phản hồi lại với khách hàng nếu không có đủ 4 màu",2
size xl mà mặc không vừa. không biết size xl này là size xl thật hay mác là xl nhưng mà sản phẩm là size l nữa,2
hàng đóng gói đẹp. nhân viên giao hàng chưa đến nơi đã gọi như là đến nơi rồi,2
màu và hộp không như trong hình quảng cáo,2
không đúng mẫu như hình,2
"giao hàng quá trễ,10 ngày mới nhận được hàng, giao hàng trễ cho khách mà không thấy shop nhắn 1 câu.vì trễ quá về quê không nhận được ,đành nhờ hàng xóm nhận giùm nên không biết chất lượng sản phẩm ra sao nữa",2
"hàng mua về, 3 cái cùng 1 màu , ảo thật, lần sau sẽ không mua lại hàng của shop",2
đã bảo shop giấu tên đi rồi nhắn tin hỏi shop còn không thèm trả lời,2
"quần về giặt ra nước đen ngòm như nước cống, kinh quá không dám mặc",2
lần đầu tiên mua hài lòng .lần thứ 2 không hài lòng mở ra bị xổ chỉ cái nào cũng bị,2
"mình lỡ bấm nhầm 2 lần. mình vẫn nhận cả 2 hộp quần giống y nhau. đăng hình 1 hộp nhiều màu nhưng nhận chỉ toàn 1 màu đen, và quần có mùi vải khá khó chịu.",2
"mua size xl, mình nặng có 65kg mặc chật không chịu được. loại size xl này dành cho người nặng 60kg là vừa",2
lấy theo bảng kích cỡ size nhưng hơi chật. to hơn 1 size thì đẹp,2
shipper tận tình. thời gian giao hàng của shop quá lâu không đúng như dự kiến,2
mình mua sịp của shop cho chồng. đọc nhận xét thấy bảo size bé nên mình đã nhắn tin nhờ từ vấn. chồng mình nặng 71-72kg nhưng mặc size 3xl vẫn bị chật. chất quần thì hơi dặm dặm và chồng mình bảo nhiều nilon mặc bị bí dù có lỗ thông. rất mong shop cải thiện sản phẩm.,2
ảnh để 4 màu nhưng khi giao chỉ giao 3 màu ( một màu bị trùng). inbox shop phản hồi tùy vào từng lô hàng về. shop bán hàng nào thì để hình ảnh như thế đó nhé. không đủ màu thì ít nhất cũng nên ghi chú lại cho khách.,2
"mình nhờ shop che tên sản phẩm vì mình để địa điểm nhận tại cơ quan làm việc, shop đã ok nhưng cuối cùng lại không che. mình không hài lòng",2
không hiểu sao 4 cái thì 2 cái đen và 1 cái không khác gì màu đen,2
mới mua về chưa mang đã đứt chỉ,2
"đặt size xl giao size 2xl mặt không vừa giờ làm gì bây giờ, thôi thì chắc là đem lau bàn cho sạch",2
mình đặt size xl cho bạn mình mà mặc vào chật ních như size m vậy,2
size xl cho người nặng 56-65kg mà gửi size như cho trẻ con mặc vậy. làm ăn kiểu này phát triển được.,2
ảnh của shop và lúc nhận hàng khác hoàn toàn nhau  lỗ thông hơi có xung quanh quần ( trong khi ảnh shop là có 1 điểm không có lỗ thông hơi ),2
sản phẩm của quần không được như mô tả,2
"shop giao size nhỏ hơn mình đặt, mặc thì bị cắt hết.",2
4 quần nhưng size có vẻ chênh lệch mặc dù mình đặt cùng 1 cỡ,2
mình chưa nhận được hàng nhé,2
giao hàng lâu quá quần tạm ổn,2
hàng bình thường không như quảng cáo,2
"sản phầm không giống ảnh, hộp giao bị móp méo",2
bảng size làm cho có. không đúng tí nào,2
giao hàng quá lâu,2
quần rất bé so với size xl,2
cho 4 chiếc mà có mỗi 2 màu .,2
chồng bảo mặc ngứa,2
sản phẩm không đẹp,2
vải mỏng mặc được vài bữa rách,2
mình nặng 67 cân mặc quần sịp xl không vừa là sao,2
có một cái đã bị rách,2
shipper hãm vải,2
"đặt size m mà nó nhỏ như size s ý, với lại hàng là h&m nên hơi khó chịu, sao này bổn cung sẽ không mua hàng ở đây nữa, nghèo nàn thật nghèo nàn",2
"sản phẩm thật khác so với hình mẫu, trên mẫu thì ống quần bo bằng gấu vải (không chun) nhìn mới đẹp.sản phẩm thật thì ống bo bằng chun ạ. đang ngồi mà đứng lên phải cúi xuống kéo quần không thì cộc  chịu luôn  giá rẻ nên cũng không mong vải chất lượng tốt nhưng ít ra đăng ảnh như nào thì sản phẩm như thế",2
đọc bình luận và biết vải mỏng nhưng mình không nghĩ tới là dáng quần không chuẩn rộng thùng thình nữa,2
quần mỏng chất này mình nghĩ giặt sẽ xù lông mà thôi tiền nào của nấy,2
"quần vải mỏng kinh khủng, thun dãn hết luôn, nhìn như giẻ lau ý quá thất vọng",2
vải mỏng chỉ thừa bị thủng lỗ rất nhiều. tệ,2
quần mình mới mua mã đã bị rách đúng rất to rồi,2
đặt 2 chiếc vừa với cân nặng 15-18kg nhưng lại về 1 cái to 1 cái bé. chất vải 2 cái khác nhau.,2
"shop phục vụ hàng kém quá,đặt hàng size 14 màu đen size 12 màu đỏ,shop lại giao ngược lại mặc dù đã nhắn tin bảo shop lưu ý cho mà vẫn giao sai hàng",2
màu áo rất xấu. chất cũng bình thường.màu áo bị phai. mặc như áo cũ. thất vọng,2
thời gian vận chuyển rất hợp lý. tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ.,2
áo mỏng mặc được 1 hay 2 lần gì đấy bung hết chỉ so với giá này quá là không đáng tiền không nên mua,2
46-55kg mà shop gửi áo 80kg mặc vừa. chất thì ok nhưng giao hàng không kiểm tra trước khi giao không biết có lần sau quay lại mua hàng shop không,2
"áo quá xấu ,shop bảo là dầy dặn mà ngược lại quá mỏng vải xấu ,nói chung là quá thất vọng",2
"áo mỏng hơn so với hình ảnh, hơi thất vọng",2
áo chất không đẹp như mong đợi,2
"chất vải quá cứng, đường may cẩu thả",2
vải thì mỏng nhắn tin thì không trả lời giao hàng thì lâu,2
"vải bụi vải, đổ lông",2
"hàng khác với hình ảnh, chất lượng kém.",2
bộ không đẹp như hình. chọn màu nâu nhưng áo lại màu vàng bò. tai gấu thì dài như tai thỏ. chất thì ráp ráp nói chung không ưng tí nào,2
chất vải xấu không giống trong hình đăng.màu nhận được cũng xấu.sẽ không quay lại lần sau,2
"vải ok nhưng bộ nhỏ, bộ thì to không biết có lấy đúng size cho không nữa hơi thất vọng",2
hơn 100.000đ mà chất vải như 50.000đ,2
"vải chất xấu, màu không được tươi tắn, mẫu bé, hơi thất vọng, nói chung tiền nào của đấy",2
"vải quá mỏng nhìn xuyên thấu luôn, hèn gì giá lại rẻ đến thế",2
giao hàng không đúng size đặt size 5-8 nhưng 5kg mặc chật,2
mặc size 80 tay dài chân thì cộc,2
sản phẩm bị lỗi khuy bấm chỉ đính 1 bên còn 1 bên không đính. có nhắn tin cho shop mà không thấy shop phản hồi. mong shop kiểm tra kĩ hàng trước khi bán cho khách,2
"tiền nào của nấy. hàng khác xa ảnh. vải thun mỏng, hàng xưởng may lại theo mẫu. size quá to luôn. mua size sơ sinh cho bé mặc đầy tháng 3-5kg mà nhìn bộ đồ hoảng luôn",2
áo bị bẩn mất mấy chỗ không biết có giặt sạch được không nữa,2
"ảnh xinh nhưng sản phẩm thật ở ngoài trông cứ cũ cũ thế nào ý, mặc lên không tôn, không xinh lắm. mặc dù sản phẩm thực nhận cũng giống hình",2
hàng bị phai màu,2
giặt trước khi mặc mà phai hết màu,2
"giặt ra hột nhỏ nhỏ không biết là gì nữa, giặt 5 lần nước vẫn còn .",2
sản phẩm giặt 1 lần đã bị xù bông. chất mỏng. nên cân nhắc khi mua. giao hàng nhanh,2
"vài mỏng đường mày thì lồi chỉ, nút áo thì không chắc",2
"14kg, đặt hẵn 16-17kg mà vẫn bé mặc vừa chán đời",2
thực sự sốc khi mở ra túi toàn kiến là kiến nên nghĩ mình là cái giẻ lau nào đó shop cố tình đóng nhầm để gửi cho mình. áo mỏng,2
"sản phẩm nhận được với sản phẩm đăng bán khác nhau quá, cái có mác cái không, không nhận được hàng như mong muốn",2
"áo trắng màu giống bị ố vàng, rất cũ luôn, chắc không mặc được rồi",2
"đặt mua là 1 kiểu, đến lúc nhận hàng là kiểu khác, áo như cái giẻ rách ý. treo đầu dê bán thịt chó",2
"mua 2 cái size l mà shop giao 1 cái size l, 1 cái size s quá buồn",2
áo mỏng vải xấu nha mọi người. nhưng giá rẻ phải chịu thôi,2
chất vải thô cứng không đẹp,2
chất không đẹp. phù hợp giá tiền,2
mua size bự mà tưởng size cho bé nặng 13kg,2
"cổ áo nhỏ, bé mặc không được",2
giao hàng thiếu,2
hơi thất vọng,2
hàng khuyến mãi nên chất rất nóng luôn,2
treo đầu dê bán thịt chó. dù có giảm giá 1.000đ hay 15.000đ cũng phải đúng màu ảnh đăng chứ shop. lần đầu săn 1.000đ hí hửng để nhận hàng. mà nhìn cái quần màu hồng choe choét mà quá thất vọng.,2
"màu hồng rất choé, chất vải và màu không như ảnh, chưa dùng đã bung chỉ",2
"lúc mới nhận quần đẹp lắm, giặt 2 lần thì bung hết vải hết chỉ, muốn mục vải luôn. quá tệ",2
cùng size chỉ khác màu mà gửi cho khách như thế này đây.cái màu tím than chất rất.rất chán,2
quần như hình dễ thương nhưng vải quá thô ráp lưng chun quần cũng rất cứng .,2
"mua 3 cái mà chất vải hoàn toàn khác nhau, 1 cái mỏng mát, 2 cái dày. vải cả 3 cái đều dễ dãn và nhão",2
"màu hồng đậm, chất liệu không giống ảnh, coton tăm bình thường chứ không phải chất liệu leging ôm",2
"xấu không giống hình.giao 2 màu giống nhau nhắn tin đổi thì lại bảo không đổi được, thừa tiền cũng không bao giờ mua .mọi người mua shop này lưu ý",2
"hình ảnh không giống thực tế, nhận quần xong bỏ luôn rồi. săn giảm giá 1.000đ",2
"đóng gói chắc chắn, giao hàng nhanh, quần vải thô, cứng, chất xấu",2
vải không được co dãn lắm,2
"quần mỏng,chất lượng bình thường",2
ổn,2
bé mình 14 kg đặt size 100 ( 13-15.5 kg) shop giao hai cái bé tẹo cho bé 9-10kg thất vọng,2
bé mình 8kg đã lên lên size 10-12kg mà nhìn đồ chán không tả nỗi. định trả hàng nhưng mà rắc rối nên thôi. hơn nữa chất mỏng lắm.,2
"shop giao quần màu sáng bị ố vàng ở mông, mình mua 2 size giống nhau mà cái dài cái ngắn. vải thì hơi mỏng tạm được",2
"vải quá mỏng, đưa tay vô là thấy hết nguyên bàn tay. 39.000đ 1 cái quần đùi mà vải mỏng",2
mua 2 cái thì giao 1 cái bị thủng lỗ nhắn tin cho shop thì không thấy phản hồi,2
đặt từ hôm 15 đến ngày 18 mới nhận được hàng,2
đặt 2 chiếc 15-18kg nhưng lại về 1 cái to 1 cái bé. chất vải 2 cái khác nhau.,2
áo mỏng mặc được 1 hay 2 lần gì đó là bung hết chỉ so với giá này quá là không đáng tiền không nên mua,2
vải ok nhưng 1 bộ thì to bộ thì nhỏ không biết có lấy đúng size cho không nữa hơi thất vọng,2
"hơn 100.000đ mà chất vải như 50.000đ, chán shop, chắc chắn là không có lần sau mua ở chỗ của shop này nữa đâu",2
"giao hàng không đúng size đặt 5-8 nhưng giao size cho em bé nặng 5kg mặc chật kín luôn ấy, con mình còn nhỏ, bó sát nó khó thở nữa",2
"ảnh xinh nhưng sản phẩm thật ở ngoài trông cứ dại dại thế nào ý, mặc lên không tôn, không xinh lắm. mặc dù sản phẩm thực nhận cũng giống hình",2
"giặt trước khi mặc mà phai hết màu, shop quá tệ, làm ăn như thế thì có ngày đóng cửa tiệm sớm thôi à",2
"áo trắng màu giống bị ố vàng, rất cũ luôn, chắc không mặc được rồi,.",2
"đặt mua là 1 kiểu, đến lúc nhận hàng là kiểu khác,áo như cái giẻ rách ý. treo đầu dê bán thịt chó",2
mua size bự mà tưởng size cho bé 13kg,2
"hình ảnh không giống thực tế, nhận quần xong bỏ luôn rồi. săn giảm giá 1.000đ, đừng lãng phí thời gian và tiền bạc vào cái shop này nha mọi người",2
bé mình nặng 8kg đã lên lên size 10-12kg mà nhìn đồ chán không tả nỗi. định trả hàng nhưng mà rắc rối nên thôi. hơn nữa chất mỏng lắm.,2
"shop giao quần màu sáng bị ố vàng ở mông, m mua 2 size giống nhau mà cái dài cái ngắn. vải thì hơi mỏng tạm được",2
"vải quá mỏng, đưa tay vô là thấy hết nguyên bàn tay. 39.000đ 1 cái quần đùi mà vải mỏng, mặc chật kín",2
"mua 2 cái thì giao 1 cái bị thủng lỗ nhắn tin thì không thèm trả lời lại cho khách một lời, phí tiền cho cái shop này",2
quần cũng tạm thôi nhưng mà mình nặng 54kg cao 1m66 size l mặc siêu rộng  có vẻ không ổn như mong đợi,2
quần không nút.,2
"giao hàng cũng nhanh, nhưng sản phẩm bị lỗi. mong shop kiểm tra hàng trước khi giao",2
kích cỡ không đúng với mô tả,2
"mình nặng 52kg mặc size m mà bị khít mút phần ngực méo mó không thành hình, đã vậy còn xệ xuống quá thấp nhìn rất vô duyên, mình phải tháo ra và mua miếng mút mới thay vào.",2
"không đẹp, mút ngực cũng không ôm. tay áo cũng không nốt.",2
"đường may không đẹp. vải tạm ổn. lỡ đặt hàng nhưng muốn đổi mẫu khác, khi shop chưa chuyển hàng, yêu cầu huỷ đơn nhưng shop từ chối. sẽ không mua ủng hộ shop lần sau",2
"sản phẩm chuẩn bị khá lâu. áo mới đầu nhìn sơ rất ưng. sau mới phát hiện đường may ẩu, vải viền ở tay chấp vá. mình phải mang áo đi sửa. mặc dù shop có tặng cái cột tóc nhưng vẫn thất vọng với cái áo",2
quần dáng đẹp nhưng giặt sẽ bị phai màu. vải mặc dễ bị ngứa. chất không đẹp. mặc ngứa kinh khủng,2
giao hàng quá lâu. chờ đợi sốt ruột. quần giống hình. đóng gói hàng cẩn thận.,2
