,khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp,Unnamed: 2
1700,"mua quần xanh nhạt lại giao xanh đậm nhưng vẫn dán nhãn xanh nhạt, shop làm ăn phải nói rất mất uy tín cho khách",2,"chào bạn thân yêu, cảm ơn bạn vì đã đánh giá sản phẩm này. aremi thật sự rất hạnh phúc vì bạn đã luôn đồng hành và tin yêu sản phẩm và dịch vụ của ar tại shope trong suốt thời gian vừa qua. hãy tiếp tục ủng hộ ar trong thời gian tới để có cơ hội mang đến sản phẩm và những trải nghiệm tốt hơn cho bạn nhé ",1,0,2,
1701, chất lượng sản phẩm quần rất kém shop phục vụ kém không đáng tiền thời gian giao hàng chậm,2,"chào bạn thân yêu, cảm ơn bạn vì đã đánh giá sản phẩm này. aremi thật sự rất hạnh phúc vì bạn đã luôn đồng hành và tin yêu sản phẩm và dịch vụ của ar tại shope trong suốt thời gian vừa qua. hãy tiếp tục ủng hộ ar trong thời gian tới để có cơ hội mang đến sản phẩm và những trải nghiệm tốt hơn cho bạn nhé ",1,1,2,
1702,đặt hai cái quần cùng cỡ thì một vừa một chật,2,"chào bạn thân yêu, cảm ơn bạn vì đã đánh giá sản phẩm này. aremi thật sự rất hạnh phúc vì bạn đã luôn đồng hành và tin yêu sản phẩm và dịch vụ của ar tại shope trong suốt thời gian vừa qua. hãy tiếp tục ủng hộ ar trong thời gian tới để có cơ hội mang đến sản phẩm và những trải nghiệm tốt hơn cho bạn nhé ",0,0,2,
1703,"đũng quần bị ngắn chồng tôi mặc bị đau ấy từ hôm mặc đến giờ, buồn quá.",2,,0,0,2,
1704,"ra màu nhiều, vải quần cứng. hàng này đúng giá trị thực là 100.000đ , chứ không phải là 290.000đ khi chưa giảm giá nha. hàng của ngoài chợ.",2,,0,0,2,
1705,shop làm ăn quá chán,2,,1,0,0,
1706,chất lượng quần hợp với giá tiền. nhưng size nhỏ hơn bình thường khi liên hệ đổi thì shop không trả lời. phục vụ như vậy không nhiệt tình,2,,1,0,2,
1707,"hàng rất tốt tuy nhiên mình đăng ký size 28 mà giao cho mình size 29 sau ghi đè số 28 lên, quần mặc rộng phải đi sửa. vì vậy mình cho 2 sao thôi.",2,,1,0,2,
1708,quần tạm được. shop chưa thân thiện lắm,2,,1,0,2,
1709,size 29 nhưng chật hơn rất nhiều so với những quần khác. không mặc được,2,,0,0,2,
1710,quần đẹp nhưng chất vải đểu nên giặt song phơi khô rồi nhưng rất hôi,2,,0,0,2,
1711,"tiền nào của nấy thôi, đặt size này giao size khác, đặt màu này giao màu kia",2,,1,0,0,
1712,giảm giá như thế này thì giảm giá làm gì shop,2,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",1,0,0,
1713, shop phục vụ rất kém.Khuyến cáo các bạn và mọi người đừng nên mua,2,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",1,0,0,
1714,"Đơn hàng 115.000đ bao gồm ship.mà shipper thu 145.000đ. shop xem lại nha, không biết do shop dặn như vậy hay shipper ăn thêm tiền của khách",2,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha",1,1,0,
1715,quần hợp giá tiền nhưng cúc khóa của quần chưa chắc chắn. mới thử đã bung nút,2,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha",0,0,2,
1716,vải rất kém 2 quần cùng size nhưng cái rộng cái chật không ra sao cả,2,"dạ đâu tiên shop thành thật xin lỗi anh về những trải nhiệm chưa được tốt bên shop em ạ. về trường hơp đơn hàng của mình không biết anh có nhầm lẫn gì không, vì hàng bên em cam kết chất lượng cho mình ạ. bên em có liên hệ để hỗ trợ đơn hàng cho anh nhưng anh vẫn chưa nghe máy ạ. nhận được thông tin này anh vui lòng liên hệ lại với shop để được đổi hàng và hoàn tiền anh nếu anh không hài lòng về sản phẩm anh nha",0,0,2,
1717,"ống quần to, màu hơi bạc, mặc vô nhìn như quần si đa",2,,0,0,2,
1718,vải quần đểu .chưa mặc đã xù rồi chất lượng sản phẩm kém,2,,0,0,2,
1719,size quần 30 chật chẳng khác gì size 28,2,chào bạn. cảm ơn bạn đã mua sắm tại onof. vì những đơn giao sai onof đều hướng khách hàng bấm trả hàng/hoàn tiền. khi đó sẽ có bên vận chuyển đến tận nơi lấy hàng và hoàn tiền cho bạn. để đảm bảo quyền lợi cho khách hàng ạ.,0,0,2,
1720,"đúng là tiền nào của đó, chất lượng vải quần rất tệ",2,chào bạn. cảm ơn bạn đã mua sắm tại onof. trong trường hợp onof giao sai. bp cskh đều hướng khách hàng bấm trả hàng/hoàn tiền. để shope đảm bảo quyền lợi cho bạn nhé. q,0,0,2,
1721, chất lượng sản phẩm quần kém,2,,0,0,2,
1722,"vải quần thô, ra màu, kích thước nhỏ hơn mô tả",2,,0,0,2,
1723,chất vải quần quá tệ,2,,0,0,2,
1724,quần xù lông từ trên tới dưới ,2,"dạ shop rất xin lỗi vì trải nghiệm không tốt khi sd sản phẩm bên shop ạ, shop xin gửi tặng anh voucher giảm giá cho đơn hàng sau ạ! shop cảm ơn ạnh đã ủng hộ sản phẩm bên em ạ!",0,0,2,
1725,thái độ phục vụ như người thất học vậy á shop,2,"dạ shop chào bạn ,bên shop cũng đã liên hệ lại cho bạn nếu bạn không hài lòng với sản phẩm bên shop , shop sẽ hỗ trợ đổi trả hàng cho bạn thoải mái nhé bạn , shop cũng đã liên lạc với bạn nhiều lần để hỗ trợ đổi hoặc trả hàng giúp bạn , vậy mong bạn sớm phản hồi lại giúp shop . shop cảm ơn bạn nhiều ạ",1,0,0,
1726,,2,,0,0,0,
1727,,2,"dạ shop xin lỗi bạn ạ, nếu bạn không hài lòng về sản phẩn bên shop thì shop cho bạn đổi hoặc trả hàng thoải mái nha . shop cảm ơn bạn nhiều ạ",0,0,0,
1728,giao hàng không đúng màu đã đặt trước đó nha shop,2,"dạ shop chào a thực sự mùa dịch shop luôn cố gắng giao nhanh nhất cho khách hàng. đơn của a đặt cái shop gửi cho ship trong ngày luôn ấy ạ. n mà dịch các bên vận chuyển đợt này giao đều chậm. shop có hối liên tục nhưng vẫn k nhanh được rất mong a thông cảm ạ cảm ơn a nhiều ạ, chúc a nhiều sức khỏe niềm vui ạ!",1,0,0,
1729,vải quần bị xù lông,2,"trước hết shop xin cảm ơn những đánh giá quý báu này của quý khách ạ. shop hiểu quý khách chưa hài lòng nhiều lắm về sản phẩm này do lỗi vải hay mỏng quá, quý khách yên tâm, ngay sau đánh giá này shop sẽ cho may và cải tiến lại toàn bộ sản phẩm để đưa ra thị trường sản phẩm tốt nhất ạ.",0,0,2,
1730,quần size 30 mà dài 94 thì ai mặc ,2,,0,0,2,
1731,chất lượng quần rất kém mặc 1 lần giặt là phai màu hết,2,dạ shop đang cho bên nhà máy may lại sản phẩm chất lượng hơn rồi ạ ,0,0,2,
1732,"mẫu tốt,nhưng vải quần giặt bị xù lông",2,"rất xin lỗi bạn về trải nghiệm mua hàng chưa tốt, unifun luôn hỗ trợ đổi/hoàn với tất cả sản phẩm lỗi ạ, nhân viên shop đã nhắn tin bạn để hỗ trợ. hy vọng lần sau được phục vụ bạn chu đáo hơn ạ !",0,0,2,
1733,"hàng nào của đó, tiền ra sao thì quần như vậy",2,,0,0,2,
1734,size quần 31 như size 34 đem vứt luôn chứ sao mặc được,2,"shop rất cảm ơn quý khách đã tin tưởng sử dụng sản phẩm của shop, chúc quý khách và gia đình một ngày nhiều niềm vui ạ, shop sẽ tiếp tục cải tiến sản phẩm để đưa ra được những mẫu tốt nhất ra thị trường để phục vụ quý khách ạ",0,0,2,
1735,tiền nào của nấy thôi,2,"trước hết shop xin cảm ơn những đánh giá quý báu này của quý khách ạ. shop hiểu quý khách chưa hài lòng nhiều lắm về sản phẩm này do lỗi vải hay mỏng quá,…quý khách yên tâm, ngay sau đánh giá này shop sẽ cho may và cải tiến lại toàn bộ sản phẩm để đưa ra thị trường sản phẩm tốt nhất ạ.",0,0,0,
1736,"sản phẩm quần tạm được , tiền nào của đó thôi",2,"trước hết shop rất cảm ơn những đánh giá quý báu này của quý khách ạ, chắc do nhân viên ở kho hàng của shop không chú ý nên mới lấy nhầm hàng cho quý khách ạ, quý khách chú ý nghe máy giúp shop với nha. nhân viên shop sẽ chủ động gọi điện hỗ trợ đổi miễn phí cho quý khách luôn ạ",0,0,2,
1737,"vải quần xấu, xù không như hình",2,"dạ bạn chú ý nghe máy nha,nhân viên shop sẽ hỗ trợ bạn đổi lại hàng nha",0,0,2,
1738, đóng gói sản phẩm kém chất lượng sản phẩm áo kém,2,"ạn về trải nghiệm mua hàng chưa tốt, shop luôn hỗ trợ đổi/hoàn với tất cả sản phẩm lỗi ạ, shop đã nhắn tin bạn để hỗ trợ. hy vọng lần sau được phục vụ bạn chu đáo hơn ạ !",1,0,1,
1739, chất lượng sản phẩm áo rất kém.,2,,0,0,1,
1740,,2,,0,0,2,
1741,quần cũng ok,2,,0,0,2,
1742,"Mới mặc cái quần vào đã bị bung nút, chán shop",2,,0,0,3,
1743,giày không được đẹp,2,,0,0,0,
1744,cũng tạm. ,2,,0,0,0,
1745,,2,,0,0,0,
1746,mua cái quần không đáng tiền,2,,0,0,2,
1747,tạm tạm thôi.,2,,0,0,0,
1748,,2,sop cảm on chị đã mua hàng shop giao dúng hàng của chị đặt nếu như chị nói sản phẩm của shop không đúng chị vào phần đổi trả shop cho nhân viên đến tận nhà chị lấy lại sản phẩm trả tiền cho chị nhé ,0,0,0,
1749,,2,,0,0,0,
1750,,2,,0,0,0,
1751,,2,"tulalove xin nhận thiếu sót và xin lỗi vì vấn đề mà ba/mẹ gặp phải, xin vui lòng nhắn tin cho tulalove để tula có thể điều chỉnh và phục vụ ba/mẹ tốt hơn ạ. trân trọng cảm ơn ba/mẹ",0,0,0,
1752,"giao hàng lâu kinh khủng, làm hỏng hết kế hoạch của mình. vì tin tưởng shop nên đặt mua lần 2",2,,0,1,0,
1753,"lần này shop gói hàng quá kém, không tôn trọng người mua gì cả. không gói được vào cái bao đàng hoàng. đây là hình mình chụp lại khi mới vừa nhận hàng từ shipper. mình có hỏi shipper sao bịch hàng lại rách nát bươm thế này, shipper bảo lúc lấy hàng đã như thế. vô cùng thất vọng với shop.",2,,1,0,0,
1754,mình mua shop lần thứ 2. mà sao lần này mình đặt XL 3 cái quần. mà có 1 quần XL  buồn shop quá. mất niềm tin,2,,1,0,2,
1755,"quần rất đẹp, đáng tiền mua, nhưng mình cho 2 sao vì thái độ phục vụ của shop. 1. trả lời tin nhắn khách cực chậm, thậm chí không trả lời 2. không hề để ý đến phần “lưu ý” của khách để lại",2,,1,0,2,
1756,"không giao đúng màu mà tôi đã đặt, thất vọng",2,,1,0,0,
1757,giao quần bạc màu,2,,0,0,2,
1758,vải áo không ổn ,2,,0,0,1,
1759,vải quần giặt qua 1 lần mỏng hết rồi,2,,0,0,2,
1760,hình ảnh mang tính chất nhận xu quần mỏng như áo giấy mặc nhìn thấy cả quần lót,2,,0,0,2,
1761,quần khá là mỏng có thể nhìn xuyên qua  nói chung là tiền nào của đấy,2,,0,0,2,
1762,"hàng với mức tiền thì cũng oke rồi, nhưng vận chuyển quá tệ, shop ở Hà Nội, nhà tôi cách Hà Nội hơn 40km mà giao hàng mất 10 ngày, quá là tệ",2,,0,1,0,
1763,"hình ảnh và video chỉ mang tính chất nhận xu. nhận xét về sản phẩm: vải quần mỏng, còn nhiều đường chỉ, không như hình cho lắm.",2,,1,0,2,
1764,"ống quần quá rộng và dài, đũng quần thì ngắn, chuối mình to nên khi kéo quần cao sẽ bị cộm lên rất rõ.",2,,0,0,2,
1765,"quần mỏng, chỉ thừa nhiều, đường may cẩu thả.",2,,1,0,2,
1766,"quần vải mỏng, dễ rách, không co dãn như mô tả. mặc vào và ngồi xuống dễ bị rách đáy. vì giá rẻ nên cũng không dám nói sản phẩm kém ",2,,0,0,2,
1767,"hàng giao nhanh nhưng có điều quần hơi mỏng một tí hông như mình mong đợi, mong quần về sẽ được hơn nhưng quần thất vọng tí, giao hàng cẩn thận không bị gì mọi người mua về dùng thử nha  đánh giá 2 sao cho shop nha",2,,0,1,2,
1768,shop gửi hàng lỗi cho mình. mình có nhắn tin cho shop thì shop không phản hồi,2,,1,0,0,
1769,"màu ghi nhưng về lại thấy giống màu xanh. quần chất, chất không co dãn thất vọng",2,,0,0,2,
1770,"mua 2 cái 1 cái quần ghi sáng và 1 cái quần đen, cái ghi sáng thì cũng ổn nhưng mà cái đen giống kiểu đắp vải sau ống quần vậy, định đổi trả mà phức tạp quá nên lấy luôn với giá tiền này thì cũng không đòi hỏi thêm gì được, shop cũng rất nhiệt tình ",2,,1,0,2,
1771,rất thất vọng quần mặc không vừa ống quần thì may bằng tay cho 2 sao,2,,0,0,2,
1772,quần rất mỏng có thể nhìn được xuyên qua nếp gấp quần thì lệch nhìn trông rất xấu,2,,0,0,2,
1773,"quần kiểu gì mà chỉ thừa đầy ra , đã thế còn bị bẩn , thêm nữa là vải cực mỏng và đường may quá là không chắc chắn , cảm giác như mặc 2 lần nó bức luôn ",2,,1,0,2,
1774,"quần mỏng dính, mắc nhẹ là rách rồi",2,,0,0,2,
1775,quần này đâu phải dáng baggy đâu mặc vào chả khác cái quần học sinh đi học á mặc thì dài mẫu không chuẩn,2,,0,0,2,
1776,vải quần mỏng tiền nào của nấy ,2,,0,0,2,
1777,"chất lượng quần không ổn chút nào không nên mua, đóng hàng bình thường",2,,1,0,2,
1778,chán thật đồng ý là rẻ đấy mà mới thử là hư dây kéo quần rồi ,2,,0,0,2,
1779,màu quần rất xấu,2,,0,0,2,
1780,"sản phẩm có mùi hôi rất nồng, giao không đúng size",2,,1,0,0,
1781,thật sự là quần trông như giẻ lau nhà vậy,2,,0,0,2,
1782,,2,,0,0,0,
1783,quần quá mỏng chất không tốt tôi chỉ cho 1 sao,2,,0,0,2,
1784,vải quần bị mỏng quá mặc không lên mẫu chuẩn,2,,0,0,2,
1785,chất vải quần hơi kém,2,,0,0,2,
1786,vải quần mỏng,2,,0,0,2,
1787,mẫu quần không đẹp. vải tạm ổn,2,,0,0,2,
1788,giao hàng không đúng size,2,,1,0,0,
1789,vải quần quá mỏng thật sự,2,,0,0,2,
1790,đang cần quần màu đen đặt màu đen đi giao màu xanh ,2,,0,0,2,
1791,"size không chính xác với số đo, shop bán hàng lừa đảo",2,,1,0,0,
1792,quần mỏng như tờ giấy,2,,0,0,2,
1793,vải áo mỏng ,2,,0,0,1,
1794,vải quần quá mỏng manh,2,,0,0,2,
1795,tiền nào của đấy,2,đơn hàng này trên phân loại là bạn lấy 2 màu khác nhau đấy chứ chứ. mình nhặt hàng theo phiếu giao chứ ghi chú nhiều khi mình không đọc được. có vấn đề gì hay đổi mẫu đổi size b cứ nhắn tin lại cho mình. còn chiều dài cái này là chuẩn vì mình trực tiếp lấy sản phẩm ra đo b ạ,0,0,0,
1796,quần xấu chất vải chán,2,,0,0,2,
1797,,2,,0,0,0,
1798,chất lượng quần thì ok nhưng vải hơi mỏng,2,,0,0,2,
1799,quần như 35.000đ quá xấu,2,,0,0,2,
1800,mua quần dài mà shop giao hàng quần lỗi,2,,1,0,2,
1801,quần có lỗi,2,,0,0,2,
1802,"thiết kế giày quá lỗi luôn á shop, không có dây giày",2,,0,0,3,
1803,coi lại thái độ phục vụ của shop nhé,2,,1,0,0,
1804,"bất lịch sự thiệt luôn á shop ơi, nhắn tin cũng không thèm phản hồi cho khách một lời",2,,1,0,0,
1805,chịu thua với cách thiết kế quá lỗi thời của shop đối với cái quần này,2,"shop có gọi điện cho bạn để trả lời về vấn đề bạn thắc mắc , bên shop không có tặng bàn chải đánh răng đi kèm như bạn nói , cũng không có tặng quà j khi mua kèm sản phẩm quần leging như bạn nói cả ! chắc bạn nhầm vs shop khác , mong bạn phản hồi đúng về sản phẩm của shop mình ạ ! cám ơn bạn !",1,0,2,
1806,"làm ăn như vậy thì chịu thua, áo nhăn nheo như con mèo, cảm giác như sử dụng sản phẩm cũ của người khác",2,,1,0,1,
1807,"quần không có túi, quá bất tiện",2,,0,0,2,
1808,quần màu xanh nhìn già quá shop ơi,2,,0,0,2,
1809,đặt áo màu vàng giao màu đỏ chói,2,,1,0,1,
1810,"cảm thấy rất tự ti khi mặc quần của shop ra ngoài đường, bị bạn bè cười chê vì cách thiết kế quá lỗi thời",2,,1,0,2,
1811,"làm ăn chân chính lên giùm 1 cái shop ơi, khuyên thật, đường chỉ may của áo quá ẩu",2,,1,0,1,
1812,tốn tiền mua sản phẩm để rồi bị xúc phạm bởi shipper,2,,0,1,0,
1813,"shop nên thay đổi đơn vị vận chuyển giùm, giao hàng lúc 10h đêm thì ai mà dám nhận, lỡ đó là cướp thì sao",2,,1,1,0,
1814,"tự nhiên chạy xộc xộc vào nhà người ta để giao hàng như vậy là có ý gì, không biết gõ cửa hay ấn chuông à",2,,0,1,0,
1815,"shop quá thô lỗ trong lời ăn tiếng nói, nhịn khách không được hay gì, phải đôi co với khách hàng trong khi người sai là shop khi giao hàng sai cho khách hàng như vậy",2,,1,0,0,
1816,"theo riêng ý của tôi thì shop quá tệ, đường chỉ may của quần còn sót lại quá trời và làm ơn hãy phản hồi tin nhắn của khách hàng nhanh nhất có thể, lỡ đâu họ muốn hỏi về sản phẩm hay muốn đổi size hay màu của sản phẩm thì sao",2,,1,0,2,
1817,"giao hàng nhanh nhưng quá nhiều chỉ thừa,vải quần còn có vấn đề nữa",2,,1,1,2,
1818,"vải không dày, bị vàng màu bên trong lưng quần, không biết bị dơ hay sao, có mùi hôi hôi, nếu không mặc quần thử thì mình còn tưởng shop giao quần cũ.",2,,1,0,2,
1819,chất vải quần thì rất ổn nhưng số đo theo size không ổn chút nào mình đặt size S theo số đo shop đưa ra là dành cho người tầm cỡ 40kg mình nhận quần đúng size S nhưng độ rộng lưng lên đến 84. độ rộng này là tương đương với size XL hoặc XL. mình nhắn hỏi shop thì bảo là giao đúng size rồi ,2,,1,0,2,
1820,"quần đẹp đỉnh lắm mọi người nên mua nha, màu chuẩn, mình cao 1m50 nặng 44kg size S hơi dài nhé nhưng mà vừa eo sau khi giặt thì mình thấy bị bay màu và nó bị kiểu thành quần ống đứng nha mọi người",2,,0,0,2,
1821,quần shop hoàn toàn khác với ảnh nha mọi người kể cả màu sắc đến mẫu. trên ảnh là mẫu rộng mà bên ngoài là mẫu bó chán shop thật sự. mua lần 2 và sẽ không mua lại shop lần nào nữa ,2,,1,0,2,
1822,mình khá lười chụp ảnh lên không có ảnh nhưng mà quần không giống hình màu sáng và xấu rất khác xa với ảnh vì thủ tục rắc rối lên không muốn hoàn,2,,0,0,2,
1823,"quần mẫu không giống ảnh,ống quần là ống côn rồi chứ không phải ống rộng nữa giao hàng khá là lâu nói chung là thất vọng.",2,,0,1,2,
1824,quần xấu size M mà quá rộng ống quá to mua về lại phải đi bóp,2,xin lỗi chị vì sự nhầm lẫn bên shop ạ! bên e đã liên hệ đổi hàng cho c rồi nha !,0,0,2,
1825,quần này là đồ cũ ,2,,0,0,2,
1826,quần không đẹp một xíu nào cân nhắc khi mua nha,2,,0,0,2,
1827,màu quần không giống ảnh size L nhưng ngắn cực kì,2,,0,0,2,
1828,"quần vừa nhận, mới mặc thử đã bị bật cúc ra. ngoài ra không bình luận gì thêm",2,,0,0,2,
1829,"giao hàng chậm, cộng thêm quả túi ở quần nhìn phèn, đặt size S giao như size XL,với giá như vậy nói chung không nên mua",2,,0,1,2,
1830,"quần xịn, mình cao 1m65 nặng 42kg mua size S về mặc rộng thênh thàng luôn",2,,0,0,2,
1831,quần thật sự không đẹp như hình không hợp với người có cân nặng 80kg và cao 1m78 dù dùng quần size XL,2,,0,0,2,
1832,trên ảnh là 1 kiểu còn mua về thì quần xanh kiểu khác vậy shop. săn giảm giá về xong nhìn quần không giống mẫu quá chán,2,,1,0,2,
1833,quần khác so với ảnh 100% lỡ đặt size XL về mặc không vừa  màu nhạt so với ảnh,2,,0,0,2,
1834,không giống trong ảnh giao hàng nhanh quần chật cạp không chuẩn với size,2,,0,1,2,
1835,shop xem lại cách cư xử đi nhé ,2,,1,0,0,
1836,quần hơi rộng,2,,0,0,2,
1837,"đường chỉ quần bị bung ra ngoài, may ẩu, may cho có sản phẩm để bán, kiếm được những đồng tiền đó mà không biết thẹn với lòng hả shop",2,,1,0,2,
1838,dây ba tia quần không được chỉnh chu,2,,0,0,2,
1839,quần nhìn như đồ cũ,2,,0,0,2,
1840,,2,,0,0,0,
1841,quần hơi rộng nói chung là không nên mua,2,,0,0,2,
1842,quần ngắn,2,,0,0,2,
1843,gửi sai size,2,,1,0,0,
1844,quần mỏng lét luôn không như hình ảnh,2,,0,0,2,
1845,quần size M mà rộng quá trời rộng,2,,0,0,2,
1846,"quần ngắn , không đúng màu , nhìn không đẹp",2,,0,0,2,
1847,"buồn luôn, shop làm ăn chán quá",2,,1,0,0,
1848,giao hàng không giống hình đường may đè lên cả nhau.,2,,1,0,0,
1849,,2,,0,0,0,
1850,mẫu quần không đẹp chất liệu tạm ổn,2,cảm ơn anh/chị đã tin tưởng và ủng hộ shop. anh/chị ấn theo dõi(folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé. chúc anh chị một ngày tuyệt vời ,0,0,2,
1851,ảnh thì đẹp mà quần chán như cứt,2,,0,0,2,
1852,giày không giống hình,2,,0,0,3,
1853,giao hàng khác ảnh khi đặt,2,,1,0,0,
1854,giày không như mong đợi,2,,0,0,3,
1855,giao hàng không đúng màu,2,,1,0,0,
1856,,2,,0,0,0,
1857,giao hàng lâu thái độ tiêu cực,2,,0,1,0,
1858,"không giống như hình, quần trông cũ kĩ, xấu ",2,,0,0,2,
1859,"1 đường chỉ bị đứt, may vá cho có để bán ra thị trường",2,,1,0,0,
1860,,2,,0,0,0,
1861,,2,,0,0,0,
1862,"chất lượng quần tạm ổn, màu sắc hài hòa nhưng chỉ tiếc màu sắc này là của nữ mặc mà, tôi là nam cơ mà shop",2,,1,0,2,
1863,"quần lót mỏng, dính nước là thấy toàn bộ bên trong",2,,0,0,4,
1864,"tôi không muốn thấy tình trạng bị thằng shipper quăng cái quần vô nhà tôi nữa nghe chưa, như cha như mẹ người khác, bực mình",2,,0,1,0,
1865,"chán thằng shipper, giao toàn vào lúc 11h đêm không",2,,0,1,0,
1866,mua ở shop này nhiều mà chẳng thấy tích điểm cho sản phẩm gì cả,2,,1,0,0,
1867,"tự hứa với lòng là không bao giờ mê hàng rẻ nữa, tiền nào của nấy, may cái áo mà trông lỗi thời",2,,1,0,1,
1868,,2,,0,0,0,
1869,quần không giống trong hình,2,,0,0,2,
1870,quần cũng đẹp. giống hình. 3 cái quần mà chỉ có 1 màu đen. 3 cái mà chỉ bỏ vô 2 cái bịch. tiết kiệm quá shop ơi. giờ muốn đổi màu cho 2 cái kia được không shop. cảm ơn shop 3 quần được tặng 1 cái móc,2,,1,0,2,
1871,"hàng không giống như ảnh, ảnh là mỗi hộp 5 quần, cho túi bóng chất liệu không co dãn cứng .vận chuyển bình thường",2,cảm ơn anh/chị đã ủng hộ shop.rất xin lỗi anh/chị về sự sai xót và nhầm lẫm của shop. shop sẽ nhắn tin liên hệ anh/chị ngay để giải quyết vấn đề ạ.,0,1,2,
1872,màu áo không giống hình,2,,0,0,1,
1873,giao hàng quá lâu,2,,0,1,0,
1874,áo nhìn có vẻ ok.,2,,0,0,1,
1875,,2,,0,0,0,
1876,,2,,0,0,0,
1877,"quần chất lượng, đóng gói đẹp tuy nhiên cho 2 sao vì shop bán đồ lót nhưng không tâm lý che tên sản phẩm. mong shop sẽ lưu ý hơn.",2,,1,0,4,
1878,sản phẩm quần thì ok không hài lòng về quà tặng có ghi tặng thêm combo 5 quần mà chả thấy,2,,1,0,2,
1879,cạp quần cứng mặc bị hằn lên rất rát chất vải không mát đóng gói sản phẩm chắc chắn,2,,1,0,2,
1880,đường chỉ may xấu tệ. thậm chí còn không cắt chỉ dư thừa.,2,,1,0,0,
1881,"mua nhầm hay giao nhầm đây shop, rõ ràng là quần mà giao thành loại này bó tay , chất lượng thì chẳng ra làm sao",2,,1,0,2,
1882,"đồ lót mới giao mà dơ thì rất mất cảm tình. size quần thì không đồng nhất, tất cả đều size XL nhưng thực tế thì lại cái to cái nhỏ. ",2,,1,0,4,
1883,quần lót cùng size L mà cái to cái nhỏ bực mình,2,,0,0,4,
1884,quần lót nam bị bung chỉ,2,,0,0,4,
1885,"cảnh báo sản phẩm ra màu rất nhiều, đặc biệt là vải quần màu tối như đen, xanh đen, xám đậm. màu đỏ mình không dám mua không biết ra màu không. nên ai sợ vải nhuộm, giặt ra màu ảnh hưởng sức khoẻ không nên mua nhé, rất phí tiền.",2,,0,0,2,
1886,thà bỏ chừng đó tiền để mua cái sản phẩm quần khác còn hơn mua cái này.  tội lỗi ghê.,2,,0,0,2,
1887,mình đặt 6 quần chồng nhưng về chỉ được 4 cái và 2 cái khác shop bỏ mẫu quần khác vô mà không nói mình trước câu nào cả. trước khi đặt mình có xem đánh giá thì thấy các bạn có hộp rất đẹp nhưng của mình chỉ là một bịch bóng. hơi thất vọng về shop,2,,1,0,2,
1888,sản phẩm áo tạm được nhưng bảo shop ghi tên sản phẩm lại nhưng không làm,2,,1,0,1,
1889,"sản phẩm không giống khi đăng bán, shop bán hàng lừa đảo",2,,1,0,0,
1890,quần bị dính dơ,2,,0,0,2,
1891,ổn,2,,0,0,0,
1892,vải quần mỏng.,2,,0,0,2,
1893,giao không đúng sản phẩm,2,,1,0,0,
1894,thương hiệu của quần lòi ra nhìn thấy gớm,2,,0,0,2,
1895,chất quần xấu. giao hàng chậm,2,,0,1,2,
1896,"không giao kèm phần quà, làm ăn mất uy tín vậy shop",2,,1,0,0,
1897,"chất liệu giày dơ, vậy mà cũng đem bán ra thị trường",2,,1,0,3,
1898,"chất quần không ổn, màu xấu, cũ kĩ",2,,0,0,2,
1899,không dám nói sản phẩm xấu nhưng thiết kế sản phẩm quần quá lỗi thời,2,,1,0,2,
1900,áo mặc vào không vừa vặn với thân hình 58kg của mình,2,,0,0,1,
